idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
167203,2019-06-06 15:30:00,2019-06-06 15:45:00,2019-06-06 16:00:00,19,7,18,56,0,0.0,0.0,19.0,19.0,-46.0,-49.0,19.0,19.0,-45.0,-48.0,0.0,0.0,19.0,19.0,-47.0,-69.0,19.0,19.0,-46.0,-67.0,10.0,2.0,19.0,19.0,-48.0,-86.0,19.0,19.0,-46.0,-84.0,-71.0,19.0,-42,-84,0.0
21336,2018-08-18 13:45:00,2018-08-18 14:00:00,2018-08-18 14:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-57.0,12.0,0.0,23.0,19.0,-53.0,-90.0,23.0,-99.0,-85.0,-91.0,0.0,0.0,23.0,23.0,-72.0,-90.0,23.0,20.0,-75.0,-86.0,-85.0,23.0,-45,-86,0.0
6292,2019-06-06 16:00:00,2019-06-06 16:15:00,2019-06-06 16:30:00,19,7,23,28,1,1.0,0.0,18.0,17.0,-39.0,-47.0,17.0,17.0,-40.0,-48.0,56.0,9.0,19.0,17.0,-46.0,-92.0,19.0,17.0,-48.0,-96.0,38.0,2.0,19.0,17.0,-39.0,-78.0,19.0,17.0,-41.0,-83.0,-72.5,19.0,-35,-86,0.0
3101,2018-08-07 21:15:00,2018-08-07 21:30:00,2018-08-07 21:45:00,19,2,18,28,1,0.0,0.0,17.0,17.0,-38.0,-48.0,18.0,18.0,-40.0,-50.0,0.0,0.0,18.0,17.0,-46.0,-68.0,19.0,18.0,-48.0,-69.0,6.0,0.0,21.0,17.0,-58.0,-97.0,22.0,18.0,-59.0,-94.0,-85.0,23.0,-37,-86,0.0
7317,2019-02-07 10:30:00,2019-02-07 10:45:00,2019-02-07 11:00:00,19,2,38,28,1,0.0,0.0,15.0,11.0,-57.0,-63.0,13.0,13.0,-63.0,-72.0,0.0,0.0,15.0,12.0,-62.0,-73.0,15.0,13.0,-65.0,-74.0,102.0,34.0,15.0,11.0,-70.0,-97.0,17.0,14.0,-58.0,-67.0,-83.0,19.0,-41,-84,1.0
7317,2019-01-03 15:30:00,2019-01-03 15:45:00,2019-01-03 16:00:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-62.0,-68.0,15.0,13.0,-59.0,-62.0,41.0,4.0,15.0,11.0,-66.0,-88.0,17.0,13.0,-61.0,-67.0,3.0,0.0,15.0,12.0,-58.0,-74.0,17.0,13.0,-66.0,-98.0,-83.0,19.0,-41,-84,1.0
224345,2019-06-05 01:00:00,2019-06-05 01:15:00,2019-06-05 01:30:00,19,2,11,40,1,15.0,9.0,24.0,23.0,-63.0,-92.0,24.0,23.0,-63.0,-88.0,0.0,0.0,24.0,22.0,-63.0,-73.0,24.0,22.0,-62.0,-81.0,10.0,8.0,24.0,23.0,-67.0,-95.0,23.0,23.0,-66.0,-96.0,-84.0,28.0,-52,-85,1.0
7317,2019-01-22 13:45:00,2019-01-22 14:00:00,2019-01-22 14:15:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-55.0,-58.0,13.0,13.0,-54.0,-57.0,0.0,0.0,11.0,11.0,-58.0,-63.0,14.0,13.0,-56.0,-60.0,26.0,9.0,15.0,11.0,-62.0,-93.0,17.0,13.0,-60.0,-67.0,-83.0,19.0,-41,-84,1.0
6919,2018-11-01 19:15:00,2018-11-01 19:30:00,2018-11-01 19:45:00,19,2,23,14,1,0.0,0.0,23.0,23.0,-72.0,-84.0,23.0,20.0,-72.0,-84.0,0.0,0.0,23.0,23.0,-72.0,-81.0,23.0,20.0,-70.0,-81.0,50.0,0.0,23.0,23.0,-73.0,-97.0,23.0,20.0,-70.0,-94.0,-87.5,23.0,-41,-89,1.0
1049428,2019-06-07 12:45:00,2019-06-07 13:00:00,2019-06-07 13:15:00,19,7,13,28,0,31.0,26.0,23.0,23.0,-36.0,-66.0,23.0,23.0,-36.0,-66.0,16.0,12.0,23.0,23.0,-34.0,-61.0,23.0,23.0,-35.0,-65.0,1.0,0.0,23.0,23.0,-33.0,-58.0,23.0,23.0,-32.0,-55.0,-73.0,24.0,-42,-87,2.0
1049428,2019-06-07 11:30:00,2019-06-07 11:45:00,2019-06-07 12:00:00,19,7,13,28,0,0.0,0.0,23.0,,-64.0,-95.0,,,-33.0,-93.0,0.0,0.0,23.0,,-41.0,-96.0,23.0,,-47.0,-96.0,0.0,0.0,23.0,,-36.0,-94.0,23.0,,-36.0,-93.0,-73.0,24.0,-42,-87,2.0
76084,2018-04-02 20:15:00,2018-04-02 20:30:00,2018-04-02 20:45:00,19,9,18,56,0,100.0,39.0,17.0,17.0,-37.0,-55.0,17.0,17.0,-36.0,-53.0,49.0,24.0,17.0,17.0,-37.0,-55.0,17.0,17.0,-36.0,-53.0,49.0,17.0,17.0,17.0,-37.0,-54.0,17.0,17.0,-36.0,-52.0,-64.5,18.0,-43,-84,2.0
1049428,2019-06-07 13:45:00,2019-06-07 14:00:00,2019-06-07 14:15:00,19,7,13,28,0,17.0,14.0,23.0,23.0,-35.0,-62.0,23.0,23.0,-34.0,-56.0,11.0,9.0,23.0,23.0,-32.0,-63.0,23.0,23.0,-31.0,-59.0,38.0,32.0,23.0,23.0,-30.0,-65.0,23.0,23.0,-31.0,-65.0,-73.0,24.0,-42,-87,2.0
187548,2019-06-05 19:00:00,2019-06-05 19:15:00,2019-06-05 19:30:00,19,9,11,40,0,0.0,0.0,20.0,20.0,-37.0,-63.0,20.0,20.0,-37.0,-55.0,0.0,0.0,20.0,20.0,-36.0,-47.0,20.0,20.0,-37.0,-57.0,4.0,2.0,20.0,20.0,-36.0,-79.0,20.0,20.0,-35.0,-65.0,-66.5,23.0,-43,-85,3.0
76084,2018-10-05 01:15:00,2018-10-05 01:30:00,2018-10-05 01:45:00,19,9,18,56,0,0.0,0.0,17.0,17.0,-39.0,-58.0,17.0,17.0,-39.0,-46.0,3.0,0.0,17.0,17.0,-41.0,-71.0,17.0,17.0,-38.0,-69.0,17.0,0.0,17.0,17.0,-43.0,-71.0,17.0,17.0,-40.0,-69.0,-64.5,18.0,-43,-84,3.0
1256210,2019-06-07 22:00:00,2019-06-07 22:15:00,2019-06-07 22:30:00,29,7,11,40,1,580.0,390.0,22.0,22.0,-45.0,-45.0,22.0,22.0,-44.0,-44.0,91.0,60.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,477.0,349.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
1256210,2019-06-07 20:00:00,2019-06-07 20:15:00,2019-06-07 20:30:00,29,7,11,40,1,361.0,253.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-43.0,-45.0,154.0,113.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-45.0,316.0,232.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-45.0,-72.0,24.0,35,-85,4.0
1256210,2019-06-07 22:15:00,2019-06-07 22:30:00,2019-06-07 22:45:00,29,7,11,40,1,91.0,60.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,477.0,349.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,327.0,217.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
1256210,2019-06-07 23:15:00,2019-06-07 23:30:00,2019-06-07 23:45:00,29,7,11,40,1,381.0,266.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,395.0,286.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,149.0,103.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
78180,2018-11-14 12:00:00,2018-11-14 12:15:00,2018-11-14 12:30:00,19,5,42,56,1,71.0,6.0,12.0,10.0,-29.0,-30.0,12.0,10.0,-30.0,-31.0,153.0,35.0,12.0,10.0,-27.0,-30.0,12.0,10.0,-30.0,-31.0,356.0,87.0,12.0,10.0,-28.0,-41.0,12.0,10.0,-29.0,-31.0,-73.0,15.0,-40,-81,4.0
94608,2019-06-07 07:15:00,2019-06-07 07:30:00,2019-06-07 07:45:00,19,9,7,28,0,0.0,0.0,23.0,23.0,-46.0,-47.0,23.0,23.0,-45.0,-46.0,0.0,0.0,23.0,23.0,-46.0,-47.0,23.0,23.0,-45.0,-47.0,365.0,0.0,23.0,23.0,-46.0,-47.0,23.0,23.0,-45.0,-46.0,-68.5,24.0,-51,-87,4.0
1256210,2019-06-07 20:30:00,2019-06-07 20:45:00,2019-06-07 21:00:00,29,7,11,40,1,316.0,232.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-45.0,343.0,236.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-45.0,529.0,372.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
1256210,2019-06-07 20:45:00,2019-06-07 21:00:00,2019-06-07 21:15:00,29,7,11,40,1,343.0,236.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-45.0,529.0,372.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,304.0,214.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
1256210,2019-06-07 21:00:00,2019-06-07 21:15:00,2019-06-07 21:30:00,29,7,11,40,1,529.0,372.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,304.0,214.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,550.0,390.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
1256210,2019-06-07 23:00:00,2019-06-07 23:15:00,2019-06-07 23:30:00,29,7,11,40,1,465.0,329.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,381.0,266.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,395.0,286.0,22.0,22.0,-44.0,-45.0,22.0,22.0,-44.0,-44.0,-72.0,24.0,35,-85,4.0
187548,2019-06-05 03:15:00,2019-06-05 03:30:00,2019-06-05 03:45:00,19,9,11,40,0,0.0,0.0,20.0,20.0,-34.0,-44.0,20.0,20.0,-35.0,-39.0,0.0,0.0,20.0,20.0,-35.0,-45.0,20.0,20.0,-35.0,-37.0,43.0,38.0,20.0,20.0,-37.0,-80.0,20.0,20.0,-35.0,-38.0,-66.5,23.0,-43,-85,5.0
76084,2018-06-18 17:30:00,2018-06-18 17:45:00,2018-06-18 18:00:00,19,9,18,56,0,0.0,0.0,17.0,17.0,-37.0,-38.0,17.0,17.0,-37.0,-38.0,2.0,0.0,17.0,17.0,-37.0,-38.0,17.0,17.0,-37.0,-37.0,2.0,0.0,17.0,-99.0,-37.0,-38.0,17.0,17.0,-37.0,-93.0,-64.5,18.0,-43,-84,5.0
21336,2018-04-03 22:45:00,2018-04-03 23:00:00,2018-04-03 23:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-53.0,19.0,19.0,-54.0,-55.0,0.0,0.0,19.0,19.0,-52.0,-53.0,19.0,19.0,-54.0,-55.0,1.0,0.0,23.0,19.0,-52.0,-89.0,19.0,19.0,-54.0,-55.0,-85.0,23.0,-45,-86,5.0
1255006,2019-05-28 12:30:00,2019-05-28 12:45:00,2019-05-28 13:00:00,29,5,18,56,1,0.0,0.0,18.0,18.0,-44.0,-44.0,18.0,18.0,-41.0,-41.0,0.0,0.0,18.0,18.0,-44.0,-44.0,18.0,18.0,-41.0,-41.0,10.0,2.0,18.0,18.0,-44.0,-44.0,18.0,18.0,-41.0,-41.0,-76.0,21.0,-41,-83,5.0
21336,2018-08-14 13:45:00,2018-08-14 14:00:00,2018-08-14 14:15:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,23.0,19.0,-51.0,-89.0,,,,-1.0,-85.0,23.0,-45,-86,5.0
78180,2019-02-09 18:45:00,2019-02-09 19:00:00,2019-02-09 19:15:00,19,5,42,56,1,0.0,0.0,12.0,12.0,-90.0,-91.0,12.0,12.0,-87.0,-87.0,0.0,0.0,12.0,12.0,-90.0,-91.0,12.0,12.0,-87.0,-87.0,0.0,0.0,12.0,12.0,-90.0,-91.0,12.0,12.0,-87.0,-87.0,-73.0,15.0,-40,-81,5.0
5544,2019-05-27 04:00:00,2019-05-27 04:15:00,2019-05-27 04:30:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,5.0
5544,2019-05-27 00:15:00,2019-05-27 00:30:00,2019-05-27 00:45:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,5.0
6919,2018-03-21 14:30:00,2018-03-21 14:45:00,2018-03-21 15:00:00,19,2,23,14,1,0.0,0.0,20.0,20.0,-69.0,-70.0,23.0,23.0,-71.0,-72.0,0.0,0.0,20.0,20.0,-69.0,-70.0,23.0,23.0,-71.0,-72.0,1.0,0.0,20.0,20.0,-69.0,-70.0,23.0,23.0,-71.0,-99.0,-87.5,23.0,-41,-89,5.0
6919,2018-03-19 07:45:00,2018-03-19 08:00:00,2018-03-19 08:15:00,19,2,23,14,1,0.0,0.0,23.0,23.0,-87.0,-89.0,0.0,0.0,0.0,0.0,292.0,7.0,23.0,23.0,-88.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,-92.0,-96.0,23.0,23.0,-91.0,-96.0,-87.5,23.0,-41,-89,5.0
5544,2019-05-27 00:45:00,2019-05-27 01:00:00,2019-05-27 01:15:00,29,2,38,56,1,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,0.0,0.0,14.0,14.0,-44.0,-44.0,14.0,14.0,-42.0,-42.0,-79.5,19.0,-40,-81,5.0
1184182,2018-08-27 12:30:00,2018-08-27 12:45:00,2018-08-27 13:00:00,29,5,13,28,1,0.0,0.0,-99.0,-99.0,-99.0,-99.0,24.0,24.0,-96.0,-96.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,24.0,24.0,-96.0,-96.0,1.0,0.0,23.0,23.0,-46.0,-48.0,24.0,23.0,-45.0,-96.0,-79.0,25.0,-46,-86,5.0
6919,2018-03-19 01:45:00,2018-03-19 02:00:00,2018-03-19 02:15:00,19,2,23,14,1,564.0,30.0,23.0,23.0,-91.0,-95.0,23.0,23.0,-91.0,-98.0,0.0,0.0,23.0,23.0,-92.0,-99.0,23.0,23.0,-97.0,-100.0,0.0,0.0,23.0,23.0,-99.0,-100.0,23.0,23.0,-99.0,,-87.5,23.0,-41,-89,5.0
76084,2018-06-21 06:30:00,2018-06-21 06:45:00,2018-06-21 07:00:00,19,9,18,56,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-91.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-37.0,-92.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-37.0,-92.0,-64.5,18.0,-43,-84,5.0
6919,2018-03-19 02:15:00,2018-03-19 02:30:00,2018-03-19 02:45:00,19,2,23,14,1,0.0,0.0,23.0,23.0,-99.0,-100.0,23.0,23.0,-99.0,,0.0,0.0,23.0,23.0,-100.0,-100.0,23.0,23.0,-100.0,,0.0,0.0,23.0,23.0,-100.0,-100.0,23.0,23.0,-100.0,,-87.5,23.0,-41,-89,5.0
76084,2018-06-21 06:45:00,2018-06-21 07:00:00,2018-06-21 07:15:00,19,9,18,56,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-37.0,-92.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-37.0,-92.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-37.0,-93.0,-64.5,18.0,-43,-84,5.0
6919,2018-03-19 00:15:00,2018-03-19 00:30:00,2018-03-19 00:45:00,19,2,23,14,1,0.0,0.0,23.0,23.0,-86.0,-89.0,23.0,23.0,-85.0,-88.0,470.0,7.0,23.0,23.0,-88.0,-93.0,23.0,23.0,-87.0,-91.0,448.0,13.0,23.0,23.0,-88.0,-95.0,23.0,23.0,-88.0,-91.0,-87.5,23.0,-41,-89,5.0
