,idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
49,4672,2018-05-29 04:45:00,2018-05-29 05:00:00,2018-05-29 05:15:00,19,3,23,28,1,173.0,0.0,22.0,22.0,-81.0,-88.0,22.0,22.0,-83.0,-89.0,0.0,0.0,22.0,22.0,-86.0,-97.0,22.0,22.0,-89.0,-96.0,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
57,4672,2018-05-29 06:45:00,2018-05-29 07:00:00,2018-05-29 07:15:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-91.0,-97.0,22.0,22.0,-94.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-92.0,-96.0,0.0,0.0,22.0,22.0,-91.0,-96.0,22.0,22.0,-92.0,-96.0,-79.5,23.0,-44,-86,1.0
297,4672,2018-05-27 17:15:00,2018-05-27 17:30:00,2018-05-27 17:45:00,19,3,23,28,1,32.0,4.0,22.0,22.0,-76.0,-97.0,22.0,22.0,-77.0,-96.0,0.0,0.0,22.0,22.0,-96.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
59,4672,2018-05-29 07:15:00,2018-05-29 07:30:00,2018-05-29 07:45:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-91.0,-96.0,22.0,22.0,-92.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-91.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-94.0,22.0,22.0,-91.0,-95.0,-79.5,23.0,-44,-86,1.0
48,4672,2018-05-29 04:30:00,2018-05-29 04:45:00,2018-05-29 05:00:00,19,3,23,28,1,10.0,0.0,22.0,22.0,-77.0,-82.0,22.0,22.0,-78.0,-84.0,173.0,0.0,22.0,22.0,-81.0,-88.0,22.0,22.0,-83.0,-89.0,0.0,0.0,22.0,22.0,-86.0,-97.0,22.0,22.0,-89.0,-96.0,-79.5,23.0,-44,-86,1.0
334,4672,2018-06-07 15:15:00,2018-06-07 15:30:00,2018-06-07 15:45:00,19,3,23,28,1,275.0,36.0,22.0,22.0,-80.0,-90.0,22.0,22.0,-81.0,-93.0,339.0,64.0,22.0,22.0,-76.0,-88.0,22.0,22.0,-78.0,-88.0,205.0,52.0,22.0,22.0,-76.0,-87.0,22.0,22.0,-78.0,-91.0,-79.5,23.0,-44,-86,1.0
323,4672,2018-06-07 12:30:00,2018-06-07 12:45:00,2018-06-07 13:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-74.0,-83.0,22.0,22.0,-75.0,-83.0,0.0,0.0,22.0,22.0,-73.0,-81.0,22.0,22.0,-75.0,-81.0,131.0,31.0,22.0,22.0,-74.0,-92.0,22.0,22.0,-75.0,-92.0,-79.5,23.0,-44,-86,1.0
331,4672,2018-06-07 14:30:00,2018-06-07 14:45:00,2018-06-07 15:00:00,19,3,23,28,1,787.0,7.0,22.0,22.0,-82.0,-85.0,22.0,22.0,-84.0,-85.0,535.0,5.0,22.0,22.0,-82.0,-86.0,22.0,22.0,-83.0,-87.0,0.0,0.0,22.0,22.0,-85.0,-87.0,22.0,22.0,-85.0,-88.0,-79.5,23.0,-44,-86,1.0
50,4672,2018-05-29 05:00:00,2018-05-29 05:15:00,2018-05-29 05:30:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-86.0,-97.0,22.0,22.0,-89.0,-96.0,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
324,4672,2018-06-07 12:45:00,2018-06-07 13:00:00,2018-06-07 13:15:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-73.0,-81.0,22.0,22.0,-75.0,-81.0,131.0,31.0,22.0,22.0,-74.0,-92.0,22.0,22.0,-75.0,-92.0,229.0,8.0,22.0,22.0,-83.0,-88.0,22.0,22.0,-84.0,-87.0,-79.5,23.0,-44,-86,1.0
321,4672,2018-06-07 11:00:00,2018-06-07 11:15:00,2018-06-07 11:30:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-75.0,-81.0,22.0,22.0,-77.0,-83.0,367.0,1.0,22.0,22.0,-78.0,-86.0,22.0,22.0,-81.0,-86.0,545.0,1.0,22.0,22.0,-82.0,-91.0,22.0,22.0,-82.0,-91.0,-79.5,23.0,-44,-86,1.0
51,4672,2018-05-29 05:15:00,2018-05-29 05:30:00,2018-05-29 05:45:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-93.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
312,4672,2018-05-27 21:30:00,2018-05-27 21:45:00,2018-05-27 22:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-87.0,-92.0,22.0,22.0,-89.0,-94.0,46.0,0.0,22.0,22.0,-77.0,-96.0,22.0,22.0,-80.0,-96.0,213.0,42.0,22.0,22.0,-78.0,-95.0,22.0,22.0,-81.0,-96.0,-79.5,23.0,-44,-86,1.0
295,4672,2018-05-27 16:45:00,2018-05-27 17:00:00,2018-05-27 17:15:00,19,3,23,28,1,47.0,22.0,22.0,19.0,-65.0,-90.0,22.0,18.0,-66.0,-90.0,0.0,0.0,22.0,19.0,-70.0,-82.0,22.0,19.0,-70.0,-82.0,32.0,4.0,22.0,22.0,-76.0,-97.0,22.0,22.0,-77.0,-96.0,-79.5,23.0,-44,-86,1.0
347,4672,2018-06-07 19:45:00,2018-06-07 20:00:00,2018-06-07 20:15:00,19,3,23,28,1,740.0,0.0,22.0,22.0,-85.0,-90.0,22.0,22.0,-83.0,-86.0,755.0,0.0,22.0,22.0,-85.0,-89.0,22.0,22.0,-83.0,-85.0,698.0,15.0,22.0,22.0,-83.0,-87.0,22.0,22.0,-82.0,-86.0,-79.5,23.0,-44,-86,1.0
314,4672,2018-05-27 22:30:00,2018-05-27 22:45:00,2018-05-27 23:00:00,19,3,23,28,1,2.0,0.0,22.0,22.0,-76.0,-81.0,22.0,22.0,-77.0,-84.0,0.0,0.0,22.0,22.0,-77.0,-80.0,22.0,22.0,-78.0,-81.0,100.0,62.0,22.0,22.0,-77.0,-92.0,22.0,22.0,-79.0,-94.0,-79.5,23.0,-44,-86,1.0
302,4672,2018-05-27 18:30:00,2018-05-27 18:45:00,2018-05-27 19:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-86.0,-95.0,22.0,22.0,-88.0,-96.0,0.0,0.0,22.0,22.0,-84.0,-89.0,22.0,22.0,-85.0,-91.0,618.0,4.0,22.0,22.0,-83.0,-85.0,22.0,22.0,-84.0,-86.0,-79.5,23.0,-44,-86,1.0
298,4672,2018-05-27 17:30:00,2018-05-27 17:45:00,2018-05-27 18:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-96.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
305,4672,2018-05-27 19:45:00,2018-05-27 20:00:00,2018-05-27 20:15:00,19,3,23,28,1,18.0,0.0,22.0,22.0,-81.0,-83.0,22.0,22.0,-82.0,-84.0,300.0,0.0,22.0,22.0,-82.0,-88.0,22.0,22.0,-82.0,-88.0,0.0,0.0,22.0,22.0,-85.0,-92.0,22.0,22.0,-86.0,-92.0,-79.5,23.0,-44,-86,1.0
325,4672,2018-06-07 13:00:00,2018-06-07 13:15:00,2018-06-07 13:30:00,19,3,23,28,1,131.0,31.0,22.0,22.0,-74.0,-92.0,22.0,22.0,-75.0,-92.0,229.0,8.0,22.0,22.0,-83.0,-88.0,22.0,22.0,-84.0,-87.0,516.0,28.0,22.0,22.0,-83.0,-86.0,22.0,22.0,-84.0,-87.0,-79.5,23.0,-44,-86,1.0
2393,5182,2019-06-06 17:30:00,2019-06-06 17:45:00,2019-06-06 18:00:00,19,9,18,56,0,0.0,0.0,18.0,18.0,-45.0,-46.0,18.0,18.0,-34.0,-36.0,0.0,0.0,18.0,18.0,-46.0,-54.0,18.0,18.0,-36.0,-43.0,15.0,4.0,18.0,18.0,-52.0,-94.0,18.0,18.0,-41.0,-79.0,-64.5,18.0,-33,-84,0.0
2392,5182,2019-06-06 17:30:00,2019-06-06 17:45:00,2019-06-06 18:00:00,19,9,18,56,0,0.0,0.0,18.0,18.0,-34.0,-36.0,18.0,18.0,-34.0,-36.0,0.0,0.0,18.0,18.0,-35.0,-43.0,18.0,18.0,-35.0,-42.0,10.0,0.0,18.0,18.0,-42.0,-83.0,18.0,18.0,-41.0,-79.0,-64.5,18.0,-33,-84,0.0
90,5186,2018-07-14 19:45:00,2018-07-14 20:00:00,2018-07-14 20:15:00,19,2,23,28,1,3.0,0.0,23.0,19.0,-59.0,-91.0,21.0,17.0,-56.0,-85.0,0.0,0.0,23.0,19.0,-60.0,-83.0,21.0,17.0,-56.0,-79.0,87.0,22.0,23.0,23.0,-78.0,-96.0,21.0,21.0,-74.0,-90.0,-85.0,23.0,-42,-86,0.0
160,5186,2018-10-29 14:30:00,2018-10-29 14:45:00,2018-10-29 15:00:00,19,2,23,28,1,110.0,15.0,23.0,19.0,-64.0,-91.0,21.0,17.0,-61.0,-86.0,315.0,113.0,23.0,19.0,-65.0,-97.0,21.0,17.0,-61.0,-96.0,147.0,72.0,23.0,19.0,-68.0,-97.0,21.0,18.0,-66.0,-96.0,-85.0,23.0,-42,-86,1.0
164,5186,2018-10-29 17:45:00,2018-10-29 18:00:00,2018-10-29 18:15:00,19,2,23,28,1,539.0,171.0,23.0,19.0,-67.0,-97.0,21.0,17.0,-62.0,-95.0,530.0,237.0,23.0,19.0,-67.0,-97.0,21.0,17.0,-61.0,-96.0,188.0,67.0,23.0,19.0,-67.0,-97.0,21.0,17.0,-64.0,-97.0,-85.0,23.0,-42,-86,1.0
165,5186,2018-10-29 18:00:00,2018-10-29 18:15:00,2018-10-29 18:30:00,19,2,23,28,1,530.0,237.0,23.0,19.0,-67.0,-97.0,21.0,17.0,-61.0,-96.0,188.0,67.0,23.0,19.0,-67.0,-97.0,21.0,17.0,-64.0,-97.0,323.0,112.0,23.0,19.0,-64.0,-97.0,21.0,17.0,-59.0,-96.0,-85.0,23.0,-42,-86,1.0
2394,5636,2019-06-06 15:45:00,2019-06-06 16:00:00,2019-06-06 16:15:00,19,9,18,56,0,0.0,0.0,18.0,18.0,-38.0,-56.0,18.0,18.0,-36.0,-56.0,9.0,0.0,18.0,18.0,-50.0,-65.0,18.0,18.0,-50.0,-65.0,19.0,0.0,18.0,18.0,-45.0,-81.0,18.0,18.0,-44.0,-83.0,-64.5,18.0,-37,-84,0.0
2395,5636,2019-06-06 15:45:00,2019-06-06 16:00:00,2019-06-06 16:15:00,19,9,18,56,0,0.0,0.0,18.0,18.0,-36.0,-55.0,18.0,18.0,-37.0,-57.0,4.0,0.0,18.0,18.0,-49.0,-63.0,18.0,18.0,-50.0,-66.0,21.0,0.0,18.0,18.0,-44.0,-81.0,18.0,18.0,-45.0,-84.0,-64.5,18.0,-37,-84,0.0
1256,5850,2019-05-28 15:45:00,2019-05-28 16:00:00,2019-05-28 16:15:00,19,6,18,28,1,0.0,0.0,18.0,18.0,-48.0,-55.0,18.0,18.0,-46.0,-53.0,0.0,0.0,18.0,18.0,-47.0,-49.0,18.0,18.0,-46.0,-47.0,29.0,5.0,20.0,18.0,-48.0,-82.0,20.0,18.0,-47.0,-84.0,-74.5,21.0,-42,-86,3.0
2291,6183,2019-06-05 11:00:00,2019-06-05 11:15:00,2019-06-05 11:30:00,19,6,18,28,1,0.0,0.0,18.0,18.0,-37.0,-38.0,18.0,18.0,-39.0,-40.0,0.0,0.0,18.0,18.0,-37.0,-38.0,18.0,18.0,-39.0,-40.0,1.0,0.0,20.0,,-37.0,-75.0,20.0,,-36.0,-70.0,-74.5,21.0,-39,-86,3.0
2292,6183,2019-06-05 11:15:00,2019-06-05 11:30:00,2019-06-05 11:45:00,19,6,18,28,1,0.0,0.0,18.0,18.0,-37.0,-38.0,18.0,18.0,-39.0,-40.0,1.0,0.0,20.0,,-37.0,-75.0,20.0,,-36.0,-70.0,0.0,0.0,20.0,18.0,-36.0,-67.0,19.0,,-36.0,-40.0,-74.5,21.0,-39,-86,3.0
2444,6219,2019-06-13 22:15:00,2019-06-13 22:30:00,2019-06-13 22:45:00,19,9,18,56,0,0.0,0.0,18.0,18.0,-43.0,-45.0,18.0,18.0,-41.0,-43.0,26.0,9.0,18.0,18.0,-43.0,-45.0,18.0,18.0,-42.0,-44.0,37.0,20.0,18.0,18.0,-44.0,-45.0,18.0,18.0,-41.0,-44.0,-64.5,18.0,-36,-84,4.0
34,6336,2018-10-29 15:15:00,2018-10-29 15:30:00,2018-10-29 15:45:00,19,3,23,28,1,0.0,0.0,19.0,19.0,-52.0,-61.0,19.0,19.0,-52.0,-60.0,0.0,0.0,21.0,19.0,-53.0,-71.0,21.0,19.0,-52.0,-69.0,26.0,0.0,23.0,19.0,-60.0,-91.0,23.0,19.0,-59.0,-86.0,-79.5,23.0,-54,-86,0.0
158,7711,2018-07-05 16:15:00,2018-07-05 16:30:00,2018-07-05 16:45:00,19,5,18,28,1,0.0,0.0,15.0,15.0,-45.0,-54.0,17.0,17.0,-46.0,-56.0,0.0,0.0,17.0,15.0,-53.0,-71.0,19.0,17.0,-55.0,-77.0,36.0,1.0,17.0,16.0,-63.0,-87.0,19.0,17.0,-67.0,-94.0,-78.0,21.0,-41,-86,0.0
159,7711,2018-07-05 16:30:00,2018-07-05 16:45:00,2018-07-05 17:00:00,19,5,18,28,1,0.0,0.0,17.0,15.0,-53.0,-71.0,19.0,17.0,-55.0,-77.0,36.0,1.0,17.0,16.0,-63.0,-87.0,19.0,17.0,-67.0,-94.0,48.0,12.0,17.0,15.0,-62.0,-84.0,19.0,17.0,-65.0,-89.0,-78.0,21.0,-41,-86,0.0
12,7774,2019-01-02 19:30:00,2019-01-02 19:45:00,2019-01-02 20:00:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-31.0,-32.0,11.0,11.0,-32.0,-32.0,0.0,0.0,11.0,11.0,-31.0,-32.0,11.0,11.0,-32.0,-32.0,99.0,45.0,15.0,11.0,-27.0,-32.0,15.0,11.0,-28.0,-32.0,-83.0,19.0,-41,-84,1.0
11,7774,2019-01-02 13:45:00,2019-01-02 14:00:00,2019-01-02 14:15:00,19,2,38,28,1,106.0,46.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,64.0,16.0,15.0,11.0,-26.0,-31.0,15.0,11.0,-27.0,-45.0,23.0,17.0,15.0,11.0,-27.0,-31.0,15.0,11.0,-27.0,-32.0,-83.0,19.0,-41,-84,4.0
8,7774,2019-01-02 13:00:00,2019-01-02 13:15:00,2019-01-02 13:30:00,19,2,38,28,1,1.0,0.0,11.0,11.0,-31.0,-31.0,11.0,11.0,-31.0,-32.0,70.0,9.0,15.0,11.0,-26.0,-31.0,15.0,11.0,-27.0,-41.0,69.0,27.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,-83.0,19.0,-41,-84,4.0
141,7774,2018-08-31 09:15:00,2018-08-31 09:30:00,2018-08-31 09:45:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-30.0,-31.0,11.0,11.0,-32.0,-32.0,0.0,0.0,11.0,11.0,-31.0,-31.0,11.0,11.0,-32.0,-32.0,14.0,6.0,15.0,11.0,-26.0,-31.0,15.0,11.0,-26.0,-32.0,-83.0,19.0,-41,-84,4.0
10,7774,2019-01-02 13:30:00,2019-01-02 13:45:00,2019-01-02 14:00:00,19,2,38,28,1,69.0,27.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,106.0,46.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,64.0,16.0,15.0,11.0,-26.0,-31.0,15.0,11.0,-27.0,-45.0,-83.0,19.0,-41,-84,4.0
140,7774,2018-08-31 04:15:00,2018-08-31 04:30:00,2018-08-31 04:45:00,19,2,38,28,1,5.0,4.0,15.0,11.0,-25.0,-30.0,15.0,11.0,-27.0,-32.0,0.0,0.0,11.0,11.0,-30.0,-30.0,11.0,11.0,-32.0,-32.0,10.0,4.0,15.0,11.0,-25.0,-30.0,15.0,11.0,-26.0,-32.0,-83.0,19.0,-41,-84,4.0
9,7774,2019-01-02 13:15:00,2019-01-02 13:30:00,2019-01-02 13:45:00,19,2,38,28,1,70.0,9.0,15.0,11.0,-26.0,-31.0,15.0,11.0,-27.0,-41.0,69.0,27.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,106.0,46.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,-83.0,19.0,-41,-84,4.0
69,8325,2019-04-04 16:15:00,2019-04-04 16:30:00,2019-04-04 16:45:00,19,2,38,56,1,1.0,0.0,13.0,13.0,-72.0,-84.0,13.0,13.0,-70.0,-81.0,202.0,7.0,13.0,13.0,-81.0,-93.0,13.0,13.0,-78.0,-89.0,155.0,9.0,13.0,13.0,-81.0,-93.0,13.0,13.0,-82.0,-92.0,-80.5,19.0,-42,-82,1.0
2481,8673,2019-06-20 23:15:00,2019-06-20 23:30:00,2019-06-20 23:45:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-45.0,-50.0,22.0,22.0,-45.0,-49.0,0.0,0.0,22.0,22.0,-47.0,-62.0,22.0,22.0,-47.0,-60.0,22.0,4.0,22.0,22.0,-59.0,-95.0,22.0,22.0,-55.0,-83.0,-66.5,23.0,-39,-85,0.0
1227,8695,2019-05-27 14:00:00,2019-05-27 14:15:00,2019-05-27 14:30:00,19,2,18,28,1,0.0,0.0,18.0,18.0,-45.0,-46.0,18.0,18.0,-46.0,-47.0,0.0,0.0,18.0,18.0,-44.0,-46.0,18.0,18.0,-46.0,-47.0,0.0,0.0,22.0,17.0,-40.0,-89.0,22.0,18.0,-41.0,-47.0,-85.0,23.0,-46,-86,5.0
213,10254,2018-11-17 07:45:00,2018-11-17 08:00:00,2018-11-17 08:15:00,19,8,18,56,0,0.0,0.0,17.0,17.0,-34.0,-35.0,17.0,17.0,-35.0,-35.0,0.0,0.0,17.0,17.0,-34.0,-35.0,17.0,17.0,-34.0,-36.0,0.0,0.0,17.0,17.0,-34.0,-94.0,17.0,-10.0,-35.0,-35.0,-68.0,19.0,-34,-84,5.0
145,12296,2018-10-29 09:30:00,2018-10-29 09:45:00,2018-10-29 10:00:00,19,2,38,28,1,0.0,0.0,14.0,13.0,-53.0,-62.0,14.0,14.0,-56.0,-64.0,0.0,0.0,14.0,13.0,-54.0,-63.0,15.0,14.0,-57.0,-65.0,9.0,2.0,17.0,13.0,-59.0,-88.0,18.0,14.0,-63.0,-92.0,-83.0,19.0,-48,-84,0.0
188,13714,2019-04-04 21:15:00,2019-04-04 21:30:00,2019-04-04 21:45:00,19,9,18,56,0,0.0,0.0,15.0,15.0,-40.0,-45.0,15.0,15.0,-40.0,-45.0,0.0,0.0,15.0,15.0,-40.0,-44.0,15.0,15.0,-40.0,-45.0,14.0,0.0,15.0,15.0,-40.0,-62.0,15.0,15.0,-40.0,-63.0,-64.5,18.0,-39,-84,3.0
2297,13859,2019-06-05 23:00:00,2019-06-05 23:15:00,2019-06-05 23:30:00,19,7,13,28,1,0.0,0.0,21.0,21.0,-45.0,-48.0,21.0,21.0,-46.0,-49.0,0.0,0.0,21.0,21.0,-45.0,-47.0,21.0,21.0,-46.0,-48.0,4.0,1.0,22.0,,-45.0,-96.0,21.0,,-45.0,-48.0,-73.0,24.0,-53,-87,5.0
2296,13859,2019-06-05 23:00:00,2019-06-05 23:15:00,2019-06-05 23:30:00,19,7,13,28,1,0.0,0.0,21.0,21.0,-41.0,-44.0,21.0,21.0,-42.0,-44.0,0.0,0.0,21.0,21.0,-41.0,-43.0,21.0,21.0,-42.0,-44.0,4.0,3.0,22.0,,-41.0,-97.0,22.0,,-41.0,-83.0,-73.0,24.0,-53,-87,0.0
197,14220,2018-10-22 04:15:00,2018-10-22 04:30:00,2018-10-22 04:45:00,19,9,11,40,0,0.0,0.0,21.0,21.0,-42.0,-44.0,21.0,21.0,-41.0,-44.0,0.0,0.0,21.0,21.0,-42.0,-43.0,21.0,21.0,-41.0,-42.0,75.0,17.0,22.0,21.0,-43.0,-81.0,22.0,21.0,-42.0,-84.0,-66.5,23.0,-39,-85,3.0
198,14220,2018-10-22 04:30:00,2018-10-22 04:45:00,2018-10-22 05:00:00,19,9,11,40,0,0.0,0.0,21.0,21.0,-42.0,-43.0,21.0,21.0,-41.0,-42.0,75.0,17.0,22.0,21.0,-43.0,-81.0,22.0,21.0,-42.0,-84.0,4.0,0.0,22.0,22.0,-42.0,-86.0,22.0,22.0,-42.0,-90.0,-66.5,23.0,-39,-85,3.0
199,14220,2018-10-22 10:45:00,2018-10-22 11:00:00,2018-10-22 11:15:00,19,9,11,40,0,0.0,0.0,21.0,21.0,-41.0,-42.0,21.0,21.0,-40.0,-42.0,0.0,0.0,21.0,21.0,-41.0,-42.0,21.0,21.0,-41.0,-42.0,2.0,0.0,21.0,21.0,-41.0,-96.0,22.0,21.0,-41.0,-42.0,-66.5,23.0,-39,-85,5.0
1255,15924,2019-05-29 03:30:00,2019-05-29 03:45:00,2019-05-29 04:00:00,19,5,23,28,1,0.0,0.0,18.0,18.0,-43.0,-43.0,20.0,20.0,-46.0,-46.0,0.0,0.0,18.0,18.0,-43.0,-44.0,20.0,20.0,-46.0,-47.0,8.0,6.0,20.0,18.0,-44.0,-97.0,20.0,,,-47.0,-78.0,21.0,-53,-86,5.0
212,15924,2018-11-26 20:00:00,2018-11-26 20:15:00,2018-11-26 20:30:00,19,5,23,28,1,0.0,0.0,18.0,18.0,-45.0,-45.0,18.0,18.0,-45.0,-46.0,0.0,0.0,18.0,18.0,-45.0,-46.0,18.0,18.0,-46.0,-46.0,4.0,0.0,20.0,18.0,-42.0,-97.0,20.0,-99.0,-24.0,-46.0,-78.0,21.0,-53,-86,5.0
2431,17237,2019-06-12 04:15:00,2019-06-12 04:30:00,2019-06-12 04:45:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-74.0,,,-76.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2423,17237,2019-06-12 02:15:00,2019-06-12 02:30:00,2019-06-12 02:45:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2414,17237,2019-06-12 00:00:00,2019-06-12 00:15:00,2019-06-12 00:30:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-72.0,-73.0,,,-76.0,-77.0,-64.5,18.0,-45,-84,5.0
2412,17237,2019-06-11 23:30:00,2019-06-11 23:45:00,2019-06-12 00:00:00,19,9,18,56,0,0.0,0.0,,,-71.0,-74.0,,,-76.0,-80.0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2419,17237,2019-06-12 01:15:00,2019-06-12 01:30:00,2019-06-12 01:45:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-77.0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-77.0,-64.5,18.0,-45,-84,5.0
2435,17237,2019-06-12 05:15:00,2019-06-12 05:30:00,2019-06-12 05:45:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2418,17237,2019-06-12 01:00:00,2019-06-12 01:15:00,2019-06-12 01:30:00,19,9,18,56,0,0.0,0.0,,,-72.0,-73.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-77.0,-64.5,18.0,-45,-84,5.0
2433,17237,2019-06-12 04:45:00,2019-06-12 05:00:00,2019-06-12 05:15:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2428,17237,2019-06-12 03:30:00,2019-06-12 03:45:00,2019-06-12 04:00:00,19,9,18,56,0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-79.0,0.0,0.0,,,-71.0,-74.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2434,17237,2019-06-12 05:00:00,2019-06-12 05:15:00,2019-06-12 05:30:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,5.0
2427,17237,2019-06-12 03:15:00,2019-06-12 03:30:00,2019-06-12 03:45:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-79.0,0.0,0.0,,,-71.0,-74.0,,,-76.0,-79.0,-64.5,18.0,-45,-84,5.0
2430,17237,2019-06-12 04:00:00,2019-06-12 04:15:00,2019-06-12 04:30:00,19,9,18,56,0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-74.0,,,-76.0,-78.0,-64.5,18.0,-45,-84,5.0
2424,17237,2019-06-12 02:30:00,2019-06-12 02:45:00,2019-06-12 03:00:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-79.0,-64.5,18.0,-45,-84,5.0
2422,17237,2019-06-12 02:00:00,2019-06-12 02:15:00,2019-06-12 02:30:00,19,9,18,56,0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-77.0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-76.0,-79.0,-64.5,18.0,-45,-84,5.0
