,idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
2165,3924,2019-06-05 17:00:00,2019-06-05 17:15:00,2019-06-05 17:30:00,19,2,18,56,1,0.0,0.0,15.0,15.0,-49.0,-50.0,15.0,15.0,-49.0,-50.0,0.0,0.0,19.0,15.0,-50.0,-72.0,19.0,15.0,-49.0,-72.0,38.0,3.0,19.0,15.0,-57.0,-88.0,19.0,15.0,-57.0,-91.0,-82.5,23.0,-46,-84,0.0
2270,3952,2019-06-05 17:00:00,2019-06-05 17:15:00,2019-06-05 17:30:00,29,2,18,56,1,0.0,0.0,17.0,17.0,-44.0,-45.0,17.0,17.0,-42.0,-43.0,0.0,0.0,17.0,17.0,-44.0,-45.0,17.0,17.0,-42.0,-44.0,4.0,0.0,17.0,17.0,-44.0,-93.0,17.0,17.0,-43.0,-93.0,-81.5,23.0,-41,-83,0.0
2268,3952,2019-06-05 17:00:00,2019-06-05 17:15:00,2019-06-05 17:30:00,29,2,18,56,1,0.0,0.0,17.0,17.0,-43.0,-44.0,17.0,17.0,-42.0,-42.0,0.0,0.0,17.0,17.0,-43.0,-44.0,17.0,17.0,-42.0,-43.0,49.0,27.0,17.0,17.0,-43.0,-94.0,17.0,17.0,-42.0,-93.0,-81.5,23.0,-41,-83,0.0
2271,3952,2019-06-05 17:15:00,2019-06-05 17:30:00,2019-06-05 17:45:00,29,2,18,56,1,0.0,0.0,17.0,17.0,-44.0,-45.0,17.0,17.0,-42.0,-44.0,4.0,0.0,17.0,17.0,-44.0,-93.0,17.0,17.0,-43.0,-93.0,6.0,0.0,17.0,17.0,-43.0,-93.0,17.0,17.0,-42.0,-93.0,-81.5,23.0,-41,-83,0.0
2269,3952,2019-06-05 17:15:00,2019-06-05 17:30:00,2019-06-05 17:45:00,29,2,18,56,1,0.0,0.0,17.0,17.0,-43.0,-44.0,17.0,17.0,-42.0,-43.0,49.0,27.0,17.0,17.0,-43.0,-94.0,17.0,17.0,-42.0,-93.0,2.0,0.0,17.0,17.0,-43.0,-94.0,17.0,17.0,-42.0,-93.0,-81.5,23.0,-41,-83,0.0
2281,4190,2019-06-05 17:45:00,2019-06-05 18:00:00,2019-06-05 18:15:00,19,6,18,56,1,0.0,0.0,18.0,18.0,-41.0,-44.0,18.0,18.0,-41.0,-43.0,4.0,0.0,18.0,18.0,-42.0,-46.0,19.0,18.0,-42.0,-45.0,1.0,0.0,20.0,18.0,-44.0,-94.0,20.0,18.0,-44.0,-94.0,-72.5,21.0,-38,-84,3.0
2282,4190,2019-06-05 18:00:00,2019-06-05 18:15:00,2019-06-05 18:30:00,19,6,18,56,1,4.0,0.0,18.0,18.0,-42.0,-46.0,19.0,18.0,-42.0,-45.0,1.0,0.0,20.0,18.0,-44.0,-94.0,20.0,18.0,-44.0,-94.0,3.0,0.0,20.0,18.0,-42.0,-77.0,20.0,18.0,-42.0,-76.0,-72.5,21.0,-38,-84,3.0
2280,4190,2019-06-05 17:45:00,2019-06-05 18:00:00,2019-06-05 18:15:00,19,6,18,56,1,0.0,0.0,18.0,18.0,-44.0,-46.0,17.0,17.0,-40.0,-42.0,4.0,0.0,20.0,18.0,-44.0,-47.0,17.0,17.0,-41.0,-44.0,7.0,0.0,20.0,18.0,-46.0,-94.0,19.0,17.0,-42.0,-94.0,-72.5,21.0,-38,-84,3.0
1917,4312,2019-05-27 08:00:00,2019-05-27 08:15:00,2019-05-27 08:30:00,19,2,18,28,1,0.0,0.0,18.0,18.0,-41.0,-42.0,18.0,18.0,-41.0,-41.0,0.0,0.0,18.0,18.0,-41.0,-42.0,18.0,18.0,-41.0,-41.0,1.0,0.0,22.0,18.0,-37.0,-97.0,22.0,,-36.0,-41.0,-85.0,23.0,-53,-86,5.0
337,4672,2018-06-07 16:30:00,2018-06-07 16:45:00,2018-06-07 17:00:00,19,3,23,28,1,64.0,17.0,22.0,22.0,-75.0,-86.0,22.0,22.0,-76.0,-86.0,156.0,73.0,22.0,22.0,-73.0,-95.0,22.0,22.0,-75.0,-96.0,159.0,67.0,22.0,22.0,-72.0,-96.0,22.0,22.0,-74.0,-96.0,-79.5,23.0,-44,-86,1.0
335,4672,2018-06-07 15:30:00,2018-06-07 15:45:00,2018-06-07 16:00:00,19,3,23,28,1,339.0,64.0,22.0,22.0,-76.0,-88.0,22.0,22.0,-78.0,-88.0,205.0,52.0,22.0,22.0,-76.0,-87.0,22.0,22.0,-78.0,-91.0,92.0,26.0,22.0,22.0,-76.0,-87.0,22.0,22.0,-77.0,-90.0,-79.5,23.0,-44,-86,1.0
53,4672,2018-05-29 05:45:00,2018-05-29 06:00:00,2018-05-29 06:15:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-93.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
344,4672,2018-06-07 18:30:00,2018-06-07 18:45:00,2018-06-07 19:00:00,19,3,23,28,1,150.0,56.0,22.0,22.0,-72.0,-88.0,22.0,22.0,-73.0,-89.0,109.0,25.0,22.0,22.0,-75.0,-88.0,22.0,22.0,-76.0,-89.0,85.0,13.0,22.0,22.0,-76.0,-86.0,22.0,22.0,-77.0,-89.0,-79.5,23.0,-44,-86,1.0
322,4672,2018-06-07 11:15:00,2018-06-07 11:30:00,2018-06-07 11:45:00,19,3,23,28,1,367.0,1.0,22.0,22.0,-78.0,-86.0,22.0,22.0,-81.0,-86.0,545.0,1.0,22.0,22.0,-82.0,-91.0,22.0,22.0,-82.0,-91.0,62.0,0.0,22.0,22.0,-80.0,-84.0,22.0,22.0,-80.0,-88.0,-79.5,23.0,-44,-86,1.0
341,4672,2018-06-07 17:30:00,2018-06-07 17:45:00,2018-06-07 18:00:00,19,3,23,28,1,211.0,85.0,22.0,22.0,-73.0,-96.0,22.0,22.0,-74.0,-96.0,137.0,45.0,22.0,22.0,-72.0,-96.0,22.0,19.0,-72.0,-96.0,141.0,36.0,22.0,22.0,-72.0,-96.0,22.0,22.0,-73.0,-96.0,-79.5,23.0,-44,-86,1.0
343,4672,2018-06-07 18:00:00,2018-06-07 18:15:00,2018-06-07 18:30:00,19,3,23,28,1,141.0,36.0,22.0,22.0,-72.0,-96.0,22.0,22.0,-73.0,-96.0,173.0,84.0,22.0,22.0,-73.0,-90.0,22.0,22.0,-75.0,-92.0,150.0,56.0,22.0,22.0,-72.0,-88.0,22.0,22.0,-73.0,-89.0,-79.5,23.0,-44,-86,1.0
327,4672,2018-06-07 13:30:00,2018-06-07 13:45:00,2018-06-07 14:00:00,19,3,23,28,1,516.0,28.0,22.0,22.0,-83.0,-86.0,22.0,22.0,-84.0,-87.0,26.0,0.0,22.0,22.0,-84.0,-93.0,22.0,22.0,-85.0,-95.0,42.0,0.0,22.0,22.0,-83.0,-93.0,22.0,22.0,-84.0,-96.0,-79.5,23.0,-44,-86,1.0
346,4672,2018-06-07 19:00:00,2018-06-07 19:15:00,2018-06-07 19:30:00,19,3,23,28,1,85.0,13.0,22.0,22.0,-76.0,-86.0,22.0,22.0,-77.0,-89.0,304.0,1.0,22.0,22.0,-78.0,-84.0,22.0,22.0,-80.0,-87.0,387.0,21.0,22.0,22.0,-79.0,-91.0,22.0,22.0,-81.0,-87.0,-79.5,23.0,-44,-86,1.0
47,4672,2018-05-29 04:15:00,2018-05-29 04:30:00,2018-05-29 04:45:00,19,3,23,28,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,-73.0,-80.0,10.0,0.0,22.0,22.0,-77.0,-82.0,22.0,22.0,-78.0,-84.0,173.0,0.0,22.0,22.0,-81.0,-88.0,22.0,22.0,-83.0,-89.0,-79.5,23.0,-44,-86,1.0
328,4672,2018-06-07 13:45:00,2018-06-07 14:00:00,2018-06-07 14:15:00,19,3,23,28,1,26.0,0.0,22.0,22.0,-84.0,-93.0,22.0,22.0,-85.0,-95.0,42.0,0.0,22.0,22.0,-83.0,-93.0,22.0,22.0,-84.0,-96.0,349.0,4.0,22.0,22.0,-83.0,-87.0,22.0,22.0,-84.0,-87.0,-79.5,23.0,-44,-86,1.0
309,4672,2018-05-27 20:45:00,2018-05-27 21:00:00,2018-05-27 21:15:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-89.0,-92.0,0.0,0.0,22.0,22.0,-86.0,-92.0,22.0,22.0,-88.0,-92.0,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-88.0,-92.0,-79.5,23.0,-44,-86,1.0
55,4672,2018-05-29 06:15:00,2018-05-29 06:30:00,2018-05-29 06:45:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-95.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-91.0,-97.0,22.0,22.0,-94.0,-96.0,-79.5,23.0,-44,-86,1.0
52,4672,2018-05-29 05:30:00,2018-05-29 05:45:00,2018-05-29 06:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-93.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,-79.5,23.0,-44,-86,1.0
332,4672,2018-06-07 14:45:00,2018-06-07 15:00:00,2018-06-07 15:15:00,19,3,23,28,1,535.0,5.0,22.0,22.0,-82.0,-86.0,22.0,22.0,-83.0,-87.0,0.0,0.0,22.0,22.0,-85.0,-87.0,22.0,22.0,-85.0,-88.0,275.0,36.0,22.0,22.0,-80.0,-90.0,22.0,22.0,-81.0,-93.0,-79.5,23.0,-44,-86,1.0
56,4672,2018-05-29 06:30:00,2018-05-29 06:45:00,2018-05-29 07:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-95.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-91.0,-97.0,22.0,22.0,-94.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-92.0,-96.0,-79.5,23.0,-44,-86,1.0
58,4672,2018-05-29 07:00:00,2018-05-29 07:15:00,2018-05-29 07:30:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-92.0,-96.0,0.0,0.0,22.0,22.0,-91.0,-96.0,22.0,22.0,-92.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-91.0,-96.0,-79.5,23.0,-44,-86,1.0
317,4672,2018-06-04 14:45:00,2018-06-04 15:00:00,2018-06-04 15:15:00,19,3,23,28,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,-72.0,-81.0,293.0,123.0,0.0,0.0,0.0,0.0,22.0,19.0,-71.0,-96.0,140.0,50.0,0.0,0.0,0.0,0.0,22.0,22.0,-75.0,-95.0,-79.5,23.0,-44,-86,5.0
304,4672,2018-05-27 19:30:00,2018-05-27 19:45:00,2018-05-27 20:00:00,19,3,23,28,1,338.0,0.0,22.0,22.0,-82.0,-84.0,22.0,22.0,-82.0,-85.0,18.0,0.0,22.0,22.0,-81.0,-83.0,22.0,22.0,-82.0,-84.0,300.0,0.0,22.0,22.0,-82.0,-88.0,22.0,22.0,-82.0,-88.0,-79.5,23.0,-44,-86,1.0
310,4672,2018-05-27 21:00:00,2018-05-27 21:15:00,2018-05-27 21:30:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-86.0,-92.0,22.0,22.0,-88.0,-92.0,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-88.0,-92.0,0.0,0.0,22.0,22.0,-87.0,-92.0,22.0,22.0,-89.0,-94.0,-79.5,23.0,-44,-86,1.0
319,4672,2018-06-04 16:45:00,2018-06-04 17:00:00,2018-06-04 17:15:00,19,3,23,28,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,-86.0,-93.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,-84.0,-96.0,473.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,-82.0,-86.0,-79.5,23.0,-44,-86,5.0
316,4672,2018-06-04 14:30:00,2018-06-04 14:45:00,2018-06-04 15:00:00,19,3,23,28,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,-72.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,-72.0,-81.0,293.0,123.0,0.0,0.0,0.0,0.0,22.0,19.0,-71.0,-96.0,-79.5,23.0,-44,-86,5.0
306,4672,2018-05-27 20:00:00,2018-05-27 20:15:00,2018-05-27 20:30:00,19,3,23,28,1,300.0,0.0,22.0,22.0,-82.0,-88.0,22.0,22.0,-82.0,-88.0,0.0,0.0,22.0,22.0,-85.0,-92.0,22.0,22.0,-86.0,-92.0,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-87.0,-91.0,-79.5,23.0,-44,-86,1.0
336,4672,2018-06-07 16:15:00,2018-06-07 16:30:00,2018-06-07 16:45:00,19,3,23,28,1,26.0,3.0,22.0,22.0,-76.0,-85.0,22.0,22.0,-78.0,-85.0,64.0,17.0,22.0,22.0,-75.0,-86.0,22.0,22.0,-76.0,-86.0,156.0,73.0,22.0,22.0,-73.0,-95.0,22.0,22.0,-75.0,-96.0,-79.5,23.0,-44,-86,1.0
299,4672,2018-05-27 17:45:00,2018-05-27 18:00:00,2018-05-27 18:15:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-97.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-93.0,-96.0,-79.5,23.0,-44,-86,1.0
311,4672,2018-05-27 21:15:00,2018-05-27 21:30:00,2018-05-27 21:45:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-88.0,-92.0,0.0,0.0,22.0,22.0,-87.0,-92.0,22.0,22.0,-89.0,-94.0,46.0,0.0,22.0,22.0,-77.0,-96.0,22.0,22.0,-80.0,-96.0,-79.5,23.0,-44,-86,1.0
313,4672,2018-05-27 21:45:00,2018-05-27 22:00:00,2018-05-27 22:15:00,19,3,23,28,1,46.0,0.0,22.0,22.0,-77.0,-96.0,22.0,22.0,-80.0,-96.0,213.0,42.0,22.0,22.0,-78.0,-95.0,22.0,22.0,-81.0,-96.0,126.0,57.0,22.0,19.0,-73.0,-94.0,22.0,19.0,-74.0,-96.0,-79.5,23.0,-44,-86,1.0
326,4672,2018-06-07 13:15:00,2018-06-07 13:30:00,2018-06-07 13:45:00,19,3,23,28,1,229.0,8.0,22.0,22.0,-83.0,-88.0,22.0,22.0,-84.0,-87.0,516.0,28.0,22.0,22.0,-83.0,-86.0,22.0,22.0,-84.0,-87.0,26.0,0.0,22.0,22.0,-84.0,-93.0,22.0,22.0,-85.0,-95.0,-79.5,23.0,-44,-86,1.0
339,4672,2018-06-07 17:00:00,2018-06-07 17:15:00,2018-06-07 17:30:00,19,3,23,28,1,159.0,67.0,22.0,22.0,-72.0,-96.0,22.0,22.0,-74.0,-96.0,166.0,83.0,22.0,22.0,-72.0,-95.0,22.0,19.0,-73.0,-96.0,211.0,85.0,22.0,22.0,-73.0,-96.0,22.0,22.0,-74.0,-96.0,-79.5,23.0,-44,-86,1.0
345,4672,2018-06-07 18:45:00,2018-06-07 19:00:00,2018-06-07 19:15:00,19,3,23,28,1,109.0,25.0,22.0,22.0,-75.0,-88.0,22.0,22.0,-76.0,-89.0,85.0,13.0,22.0,22.0,-76.0,-86.0,22.0,22.0,-77.0,-89.0,304.0,1.0,22.0,22.0,-78.0,-84.0,22.0,22.0,-80.0,-87.0,-79.5,23.0,-44,-86,1.0
342,4672,2018-06-07 17:45:00,2018-06-07 18:00:00,2018-06-07 18:15:00,19,3,23,28,1,137.0,45.0,22.0,22.0,-72.0,-96.0,22.0,19.0,-72.0,-96.0,141.0,36.0,22.0,22.0,-72.0,-96.0,22.0,22.0,-73.0,-96.0,173.0,84.0,22.0,22.0,-73.0,-90.0,22.0,22.0,-75.0,-92.0,-79.5,23.0,-44,-86,1.0
60,4672,2018-05-29 07:30:00,2018-05-29 07:45:00,2018-05-29 08:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-91.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-94.0,22.0,22.0,-91.0,-95.0,0.0,0.0,22.0,22.0,-91.0,-94.0,22.0,22.0,-92.0,-96.0,-79.5,23.0,-44,-86,1.0
348,4672,2018-06-07 20:00:00,2018-06-07 20:15:00,2018-06-07 20:30:00,19,3,23,28,1,755.0,0.0,22.0,22.0,-85.0,-89.0,22.0,22.0,-83.0,-85.0,698.0,15.0,22.0,22.0,-83.0,-87.0,22.0,22.0,-82.0,-86.0,350.0,9.0,22.0,22.0,-82.0,-86.0,22.0,22.0,-82.0,-86.0,-79.5,23.0,-44,-86,1.0
307,4672,2018-05-27 20:15:00,2018-05-27 20:30:00,2018-05-27 20:45:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-85.0,-92.0,22.0,22.0,-86.0,-92.0,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-87.0,-91.0,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-89.0,-92.0,-79.5,23.0,-44,-86,1.0
308,4672,2018-05-27 20:30:00,2018-05-27 20:45:00,2018-05-27 21:00:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-87.0,-91.0,0.0,0.0,22.0,22.0,-86.0,-90.0,22.0,22.0,-89.0,-92.0,0.0,0.0,22.0,22.0,-86.0,-92.0,22.0,22.0,-88.0,-92.0,-79.5,23.0,-44,-86,1.0
62,4672,2018-05-29 08:00:00,2018-05-29 08:15:00,2018-05-29 08:30:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-91.0,-94.0,22.0,22.0,-92.0,-96.0,1.0,0.0,22.0,22.0,-84.0,-92.0,22.0,22.0,-84.0,-92.0,274.0,6.0,22.0,22.0,-81.0,-86.0,22.0,22.0,-82.0,-86.0,-79.5,23.0,-44,-86,1.0
340,4672,2018-06-07 17:15:00,2018-06-07 17:30:00,2018-06-07 17:45:00,19,3,23,28,1,166.0,83.0,22.0,22.0,-72.0,-95.0,22.0,19.0,-73.0,-96.0,211.0,85.0,22.0,22.0,-73.0,-96.0,22.0,22.0,-74.0,-96.0,137.0,45.0,22.0,22.0,-72.0,-96.0,22.0,19.0,-72.0,-96.0,-79.5,23.0,-44,-86,1.0
301,4672,2018-05-27 18:15:00,2018-05-27 18:30:00,2018-05-27 18:45:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-93.0,-96.0,0.0,0.0,22.0,22.0,-86.0,-95.0,22.0,22.0,-88.0,-96.0,0.0,0.0,22.0,22.0,-84.0,-89.0,22.0,22.0,-85.0,-91.0,-79.5,23.0,-44,-86,1.0
300,4672,2018-05-27 18:00:00,2018-05-27 18:15:00,2018-05-27 18:30:00,19,3,23,28,1,0.0,0.0,22.0,22.0,-94.0,-97.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-90.0,-95.0,22.0,22.0,-93.0,-96.0,0.0,0.0,22.0,22.0,-86.0,-95.0,22.0,22.0,-88.0,-96.0,-79.5,23.0,-44,-86,1.0
330,4672,2018-06-07 14:15:00,2018-06-07 14:30:00,2018-06-07 14:45:00,19,3,23,28,1,349.0,4.0,22.0,22.0,-83.0,-87.0,22.0,22.0,-84.0,-87.0,787.0,7.0,22.0,22.0,-82.0,-85.0,22.0,22.0,-84.0,-85.0,535.0,5.0,22.0,22.0,-82.0,-86.0,22.0,22.0,-83.0,-87.0,-79.5,23.0,-44,-86,1.0
