idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,0.0,1.0,2.0,3.0,4.0,5.0
107211,2019-05-27 06:45:00,2019-05-27 07:00:00,2019-05-27 07:15:00,19,3,38,28,1,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,-77.5,19.0,-41,-84,0.0,0.0,0.0,0.0,0.0,1.0
7774,2019-01-02 13:00:00,2019-01-02 13:15:00,2019-01-02 13:30:00,19,2,38,28,1,1.0,0.0,11.0,11.0,-31.0,-31.0,11.0,11.0,-31.0,-32.0,70.0,9.0,15.0,11.0,-26.0,-31.0,15.0,11.0,-27.0,-41.0,69.0,27.0,15.0,11.0,-25.0,-31.0,15.0,11.0,-26.0,-32.0,-83.0,19.0,-41,-84,0.0,0.0,0.0,0.0,1.0,0.0
1423,2019-06-05 18:45:00,2019-06-05 19:00:00,2019-06-05 19:15:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-33.0,-34.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-33.0,-34.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-33.0,-34.0,22.0,22.0,-35.0,-35.0,-85.0,23.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
75153,2018-11-03 19:00:00,2018-11-03 19:15:00,2018-11-03 19:30:00,19,9,18,56,0,10.0,0.0,17.0,17.0,-49.0,-69.0,17.0,17.0,-51.0,-72.0,0.0,0.0,17.0,17.0,-49.0,-55.0,17.0,17.0,-50.0,-56.0,25.0,15.0,17.0,17.0,-51.0,-81.0,17.0,17.0,-53.0,-85.0,-64.5,18.0,-40,-84,0.0,0.0,0.0,1.0,0.0,0.0
78061,2018-11-17 04:45:00,2018-11-17 05:00:00,2018-11-17 05:15:00,19,3,42,56,1,116.0,31.0,6.0,2.0,-51.0,-51.0,6.0,6.0,-38.0,-44.0,80.0,24.0,6.0,2.0,-51.0,-51.0,6.0,6.0,-38.0,-44.0,103.0,39.0,6.0,2.0,-51.0,-51.0,6.0,6.0,-38.0,-43.0,-74.0,17.0,-38,-81,0.0,0.0,0.0,0.0,1.0,0.0
262,2018-08-09 17:00:00,2018-08-09 17:15:00,2018-08-09 17:30:00,19,2,23,28,1,0.0,0.0,10.0,10.0,-40.0,-40.0,10.0,10.0,-42.0,-42.0,0.0,0.0,10.0,10.0,-40.0,-41.0,10.0,10.0,-42.0,-43.0,2.0,0.0,14.0,10.0,-41.0,-97.0,14.0,10.0,-43.0,-97.0,-85.0,23.0,-43,-86,1.0,0.0,0.0,0.0,0.0,0.0
14797,2018-10-28 10:00:00,2018-10-28 10:15:00,2018-10-28 10:30:00,19,9,18,56,0,0.0,0.0,17.0,17.0,-45.0,-50.0,17.0,17.0,-46.0,-51.0,0.0,0.0,17.0,17.0,-45.0,-52.0,17.0,17.0,-45.0,-52.0,31.0,10.0,17.0,17.0,-44.0,-67.0,17.0,17.0,-45.0,-70.0,-64.5,18.0,-47,-84,0.0,0.0,0.0,1.0,0.0,0.0
6919,2018-06-05 15:15:00,2018-06-05 15:30:00,2018-06-05 15:45:00,19,2,23,14,1,8.0,0.0,23.0,23.0,-68.0,-97.0,23.0,20.0,-66.0,-88.0,0.0,0.0,23.0,23.0,-95.0,-100.0,23.0,23.0,-87.0,-100.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,-80.0,-100.0,-87.5,23.0,-41,-89,0.0,0.0,0.0,0.0,0.0,1.0
2356,2018-12-12 15:45:00,2018-12-12 16:00:00,2018-12-12 16:15:00,19,2,38,28,1,0.0,0.0,3.0,3.0,-51.0,-51.0,3.0,3.0,-52.0,-52.0,44.0,14.0,7.0,3.0,-51.0,-97.0,7.0,3.0,-52.0,-98.0,30.0,12.0,7.0,3.0,-50.0,-89.0,7.0,3.0,-51.0,-94.0,-83.0,19.0,-45,-84,1.0,0.0,0.0,0.0,0.0,0.0
103260,2018-10-28 13:00:00,2018-10-28 13:15:00,2018-10-28 13:30:00,19,2,38,56,1,108.0,14.0,13.0,13.0,-73.0,-94.0,13.0,13.0,-72.0,-94.0,105.0,17.0,13.0,13.0,-69.0,-91.0,13.0,13.0,-68.0,-90.0,86.0,24.0,13.0,9.0,-53.0,-94.0,13.0,9.0,-53.0,-93.0,-80.5,19.0,-37,-82,1.0,0.0,0.0,0.0,0.0,0.0
107211,2019-05-27 12:45:00,2019-05-27 13:00:00,2019-05-27 13:15:00,19,3,38,28,1,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,-77.5,19.0,-41,-84,0.0,0.0,0.0,0.0,0.0,1.0
98364,2018-04-12 19:00:00,2018-04-12 19:15:00,2018-04-12 19:30:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,1.0,0.0,0.0,0.0,0.0,0.0
570832,2019-06-12 04:45:00,2019-06-12 05:00:00,2019-06-12 05:15:00,19,7,11,40,0,0.0,0.0,23.0,23.0,-53.0,-70.0,23.0,23.0,-52.0,-68.0,6.0,4.0,23.0,23.0,-55.0,-78.0,23.0,23.0,-54.0,-72.0,10.0,6.0,23.0,23.0,-55.0,-82.0,23.0,23.0,-54.0,-78.0,-72.0,24.0,-55,-85,0.0,0.0,0.0,1.0,0.0,0.0
76076,2018-10-14 20:15:00,2018-10-14 20:30:00,2018-10-14 20:45:00,19,9,18,56,0,450.0,144.0,17.0,17.0,-62.0,-74.0,17.0,17.0,-62.0,-78.0,452.0,167.0,17.0,17.0,-62.0,-76.0,17.0,17.0,-61.0,-75.0,325.0,87.0,17.0,17.0,-62.0,-74.0,17.0,17.0,-61.0,-77.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
103763,2019-05-27 08:30:00,2019-05-27 08:45:00,2019-05-27 09:00:00,19,2,42,28,1,5.0,0.0,15.0,11.0,-38.0,-38.0,11.0,11.0,-39.0,-40.0,2.0,0.0,11.0,11.0,-38.0,-39.0,11.0,11.0,-40.0,-40.0,31.0,7.0,15.0,11.0,-34.0,-40.0,15.0,11.0,-35.0,-40.0,-82.0,17.0,-39,-83,0.0,0.0,0.0,0.0,1.0,0.0
76076,2018-10-05 16:15:00,2018-10-05 16:30:00,2018-10-05 16:45:00,19,9,18,56,0,218.0,0.0,17.0,17.0,-62.0,-66.0,17.0,17.0,-64.0,-67.0,119.0,0.0,17.0,17.0,-63.0,-65.0,17.0,17.0,-64.0,-67.0,39.0,7.0,17.0,17.0,-63.0,-77.0,17.0,17.0,-64.0,-78.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
14797,2018-12-14 19:30:00,2018-12-14 19:45:00,2018-12-14 20:00:00,19,9,18,56,0,110.0,0.0,17.0,17.0,-66.0,-71.0,17.0,17.0,-60.0,-64.0,116.0,0.0,17.0,17.0,-67.0,-71.0,17.0,17.0,-60.0,-65.0,114.0,0.0,17.0,17.0,-64.0,-68.0,17.0,17.0,-58.0,-61.0,-64.5,18.0,-47,-84,0.0,1.0,0.0,0.0,0.0,0.0
98364,2018-04-18 15:15:00,2018-04-18 15:30:00,2018-04-18 15:45:00,19,2,38,28,1,0.0,0.0,19.0,15.0,-41.0,-96.0,,,,-1.0,0.0,0.0,19.0,19.0,-96.0,-96.0,,,,-1.0,0.0,0.0,19.0,15.0,-36.0,-96.0,19.0,-99.0,-38.0,-45.0,-83.0,19.0,-40,-84,0.0,0.0,0.0,0.0,0.0,1.0
155443,2019-06-05 04:15:00,2019-06-05 04:30:00,2019-06-05 04:45:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-29.0,-30.0,0.0,0.0,21.0,21.0,-28.0,-29.0,21.0,21.0,-29.0,-30.0,0.0,0.0,21.0,21.0,-29.0,-29.0,21.0,21.0,-29.0,-30.0,-85.0,23.0,-42,-86,0.0,0.0,0.0,0.0,0.0,1.0
21336,2018-08-14 15:30:00,2018-08-14 15:45:00,2018-08-14 16:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-53.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-56.0,0.0,0.0,23.0,19.0,-52.0,-89.0,,,,-1.0,-85.0,23.0,-45,-86,0.0,0.0,0.0,0.0,0.0,1.0
98364,2018-09-17 06:30:00,2018-09-17 06:45:00,2018-09-17 07:00:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-97.0,-97.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-97.0,-97.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-97.0,-97.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0,0.0,0.0,0.0,0.0,1.0
1049428,2019-06-07 17:30:00,2019-06-07 17:45:00,2019-06-07 18:00:00,19,7,13,28,0,0.0,0.0,23.0,23.0,-36.0,-46.0,23.0,23.0,-34.0,-54.0,10.0,9.0,23.0,23.0,-35.0,-56.0,23.0,23.0,-34.0,-68.0,4.0,4.0,23.0,23.0,-33.0,-61.0,23.0,23.0,-34.0,-64.0,-73.0,24.0,-42,-87,0.0,0.0,1.0,0.0,0.0,0.0
1423,2019-06-04 23:30:00,2019-06-04 23:45:00,2019-06-05 00:00:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-33.0,-33.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-33.0,-34.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-33.0,-34.0,22.0,22.0,-35.0,-35.0,-85.0,23.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
1049428,2019-06-07 16:30:00,2019-06-07 16:45:00,2019-06-07 17:00:00,19,7,13,28,0,41.0,38.0,23.0,23.0,-32.0,-63.0,23.0,23.0,-31.0,-61.0,5.0,4.0,23.0,23.0,-34.0,-65.0,23.0,23.0,-32.0,-59.0,6.0,5.0,23.0,23.0,-36.0,-63.0,23.0,23.0,-35.0,-66.0,-73.0,24.0,-42,-87,0.0,0.0,1.0,0.0,0.0,0.0
127346,2018-03-07 19:45:00,2018-03-07 20:00:00,2018-03-07 20:15:00,19,2,18,28,1,401.0,13.0,23.0,-6.0,-52.0,-97.0,23.0,-6.0,-52.0,-98.0,422.0,29.0,23.0,19.0,-53.0,-57.0,23.0,19.0,-54.0,-57.0,498.0,58.0,23.0,19.0,-50.0,-58.0,23.0,19.0,-51.0,-57.0,-85.0,23.0,-45,-86,0.0,0.0,0.0,0.0,1.0,0.0
155443,2019-06-05 10:00:00,2019-06-05 10:15:00,2019-06-05 10:30:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-30.0,-31.0,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-30.0,-31.0,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-30.0,-31.0,-85.0,23.0,-42,-86,0.0,0.0,0.0,0.0,0.0,1.0
14797,2018-10-28 17:00:00,2018-10-28 17:15:00,2018-10-28 17:30:00,19,9,18,56,0,3.0,0.0,17.0,17.0,-44.0,-64.0,17.0,17.0,-44.0,-66.0,8.0,4.0,17.0,17.0,-46.0,-65.0,17.0,17.0,-47.0,-68.0,12.0,0.0,17.0,17.0,-49.0,-73.0,17.0,17.0,-50.0,-77.0,-64.5,18.0,-47,-84,0.0,0.0,0.0,1.0,0.0,0.0
89709,2019-01-31 09:15:00,2019-01-31 09:30:00,2019-01-31 09:45:00,19,5,38,28,1,0.0,0.0,15.0,15.0,-98.0,-98.0,15.0,15.0,-98.0,-98.0,0.0,0.0,15.0,15.0,-97.0,-98.0,15.0,15.0,-97.0,-98.0,0.0,0.0,15.0,15.0,-97.0,-97.0,15.0,15.0,-97.0,-97.0,-76.0,17.0,-44,-84,0.0,0.0,0.0,0.0,0.0,1.0
1423,2019-06-05 07:30:00,2019-06-05 07:45:00,2019-06-05 08:00:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-34.0,-34.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-34.0,-34.0,22.0,22.0,-35.0,-36.0,0.0,0.0,21.0,21.0,-34.0,-34.0,22.0,22.0,-35.0,-36.0,-85.0,23.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
98364,2018-07-20 22:15:00,2018-07-20 22:30:00,2018-07-20 22:45:00,19,2,38,28,1,0.0,0.0,15.0,15.0,-41.0,-42.0,15.0,15.0,-42.0,-42.0,13.0,0.0,19.0,15.0,-42.0,-97.0,19.0,15.0,-42.0,-98.0,7.0,0.0,19.0,19.0,-73.0,-97.0,19.0,19.0,-74.0,-98.0,-83.0,19.0,-40,-84,1.0,0.0,0.0,0.0,0.0,0.0
107211,2019-05-27 02:45:00,2019-05-27 03:00:00,2019-05-27 03:15:00,19,3,38,28,1,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,-77.5,19.0,-41,-84,0.0,0.0,0.0,0.0,0.0,1.0
239324,2019-06-05 03:45:00,2019-06-05 04:00:00,2019-06-05 04:15:00,19,3,38,28,1,0.0,0.0,9.0,9.0,-92.0,-94.0,13.0,13.0,-95.0,-96.0,0.0,0.0,9.0,9.0,-92.0,-94.0,13.0,13.0,-95.0,-96.0,0.0,0.0,9.0,9.0,-92.0,-95.0,13.0,13.0,-95.0,-96.0,-77.5,19.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
17237,2019-06-12 00:30:00,2019-06-12 00:45:00,2019-06-12 01:00:00,19,9,18,56,0,0.0,0.0,,,-72.0,-73.0,,,-76.0,-77.0,0.0,0.0,,,-72.0,-73.0,,,-76.0,-80.0,0.0,0.0,,,-72.0,-73.0,,,-76.0,-79.0,-64.5,18.0,-45,-84,0.0,0.0,0.0,0.0,0.0,1.0
19212,2018-04-19 21:45:00,2018-04-19 22:00:00,2018-04-19 22:15:00,19,5,23,28,1,577.0,84.0,18.0,16.0,-44.0,-46.0,18.0,16.0,-43.0,-45.0,555.0,55.0,18.0,16.0,-44.0,-46.0,18.0,16.0,-43.0,-45.0,636.0,177.0,18.0,16.0,-43.0,-46.0,18.0,16.0,-42.0,-45.0,-78.0,21.0,-42,-86,0.0,0.0,0.0,0.0,1.0,0.0
7317,2019-01-22 10:15:00,2019-01-22 10:30:00,2019-01-22 10:45:00,19,2,38,28,1,0.0,0.0,13.0,11.0,-54.0,-61.0,13.0,13.0,-58.0,-70.0,35.0,15.0,15.0,12.0,-59.0,-73.0,17.0,13.0,-67.0,-89.0,58.0,16.0,15.0,11.0,-71.0,-91.0,17.0,14.0,-63.0,-68.0,-83.0,19.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
19212,2018-09-21 10:00:00,2018-09-21 10:15:00,2018-09-21 10:30:00,19,5,23,28,1,0.0,0.0,16.0,16.0,-44.0,-48.0,16.0,16.0,-45.0,-49.0,0.0,0.0,16.0,16.0,-46.0,-51.0,16.0,16.0,-46.0,-51.0,3.0,2.0,18.0,16.0,-49.0,-96.0,18.0,16.0,-50.0,-97.0,-78.0,21.0,-42,-86,1.0,0.0,0.0,0.0,0.0,0.0
87247,2018-11-03 15:15:00,2018-11-03 15:30:00,2018-11-03 15:45:00,19,3,42,28,1,0.0,0.0,17.0,17.0,-96.0,-96.0,17.0,17.0,-91.0,-92.0,0.0,0.0,17.0,17.0,-94.0,-96.0,17.0,17.0,-90.0,-91.0,0.0,0.0,17.0,17.0,-94.0,-95.0,17.0,17.0,-90.0,-91.0,-76.5,17.0,-42,-83,0.0,0.0,0.0,0.0,0.0,1.0
17728,2018-06-23 01:45:00,2018-06-23 02:00:00,2018-06-23 02:15:00,19,5,38,56,1,0.0,0.0,17.0,17.0,-97.0,-97.0,17.0,17.0,-96.0,-96.0,0.0,0.0,17.0,17.0,-97.0,-97.0,17.0,17.0,-96.0,-96.0,0.0,0.0,17.0,17.0,-97.0,-97.0,17.0,17.0,-96.0,-96.0,-74.0,17.0,-35,-82,0.0,1.0,0.0,0.0,0.0,0.0
76076,2018-10-18 08:45:00,2018-10-18 09:00:00,2018-10-18 09:15:00,19,9,18,56,0,39.0,8.0,17.0,17.0,-63.0,-84.0,17.0,17.0,-62.0,-86.0,258.0,8.0,17.0,17.0,-65.0,-80.0,17.0,17.0,-64.0,-82.0,106.0,1.0,17.0,17.0,-64.0,-77.0,17.0,17.0,-63.0,-78.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
188992,2019-05-27 04:45:00,2019-05-27 05:00:00,2019-05-27 05:15:00,19,7,18,56,0,3.0,0.0,18.0,18.0,-43.0,-94.0,18.0,18.0,-45.0,-94.0,0.0,0.0,18.0,18.0,-45.0,-66.0,18.0,18.0,-46.0,-65.0,13.0,0.0,18.0,18.0,-45.0,-91.0,18.0,18.0,-46.0,-87.0,-71.0,19.0,-48,-84,1.0,0.0,0.0,0.0,0.0,0.0
155443,2019-06-05 08:30:00,2019-06-05 08:45:00,2019-06-05 09:00:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-30.0,-31.0,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-30.0,-30.0,0.0,0.0,21.0,21.0,-29.0,-30.0,21.0,21.0,-30.0,-30.0,-85.0,23.0,-42,-86,0.0,0.0,0.0,0.0,0.0,1.0
89709,2019-01-31 09:45:00,2019-01-31 10:00:00,2019-01-31 10:15:00,19,5,38,28,1,0.0,0.0,15.0,15.0,-97.0,-97.0,15.0,15.0,-97.0,-97.0,0.0,0.0,15.0,15.0,-97.0,-97.0,15.0,15.0,-97.0,-97.0,0.0,0.0,15.0,15.0,-97.0,-97.0,15.0,15.0,-97.0,-97.0,-76.0,17.0,-44,-84,0.0,0.0,0.0,0.0,0.0,1.0
107211,2019-05-27 09:00:00,2019-05-27 09:15:00,2019-05-27 09:30:00,19,3,38,28,1,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,-77.5,19.0,-41,-84,0.0,0.0,0.0,0.0,0.0,1.0
1423,2019-06-05 20:45:00,2019-06-05 21:00:00,2019-06-05 21:15:00,19,2,23,28,1,0.0,0.0,21.0,21.0,-33.0,-33.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-33.0,-33.0,22.0,22.0,-35.0,-35.0,0.0,0.0,21.0,21.0,-33.0,-34.0,22.0,22.0,-35.0,-35.0,-85.0,23.0,-49,-86,0.0,0.0,0.0,0.0,0.0,1.0
239324,2019-06-05 02:15:00,2019-06-05 02:30:00,2019-06-05 02:45:00,19,3,38,28,1,0.0,0.0,9.0,9.0,-91.0,-93.0,13.0,13.0,-94.0,-95.0,0.0,0.0,9.0,9.0,-91.0,-94.0,13.0,13.0,-94.0,-95.0,0.0,0.0,9.0,9.0,-92.0,-94.0,13.0,13.0,-95.0,-96.0,-77.5,19.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
239324,2019-06-05 02:30:00,2019-06-05 02:45:00,2019-06-05 03:00:00,19,3,38,28,1,0.0,0.0,9.0,9.0,-91.0,-94.0,13.0,13.0,-94.0,-95.0,0.0,0.0,9.0,9.0,-92.0,-94.0,13.0,13.0,-95.0,-96.0,0.0,0.0,9.0,9.0,-91.0,-93.0,13.0,13.0,-95.0,-95.0,-77.5,19.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
239324,2019-06-05 03:00:00,2019-06-05 03:15:00,2019-06-05 03:30:00,19,3,38,28,1,0.0,0.0,9.0,9.0,-91.0,-93.0,13.0,13.0,-95.0,-95.0,0.0,0.0,9.0,9.0,-90.0,-92.0,13.0,13.0,-95.0,-95.0,0.0,0.0,9.0,9.0,-91.0,-95.0,13.0,13.0,-95.0,-96.0,-77.5,19.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
239324,2019-06-05 04:30:00,2019-06-05 04:45:00,2019-06-05 05:00:00,19,3,38,28,1,0.0,0.0,9.0,9.0,-93.0,-95.0,13.0,13.0,-95.0,-96.0,0.0,0.0,9.0,9.0,-93.0,-95.0,13.0,13.0,-95.0,-96.0,0.0,0.0,9.0,9.0,-92.0,-94.0,13.0,13.0,-95.0,-96.0,-77.5,19.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
17237,2019-06-11 23:30:00,2019-06-11 23:45:00,2019-06-12 00:00:00,19,9,18,56,0,0.0,0.0,,,-71.0,-74.0,,,-76.0,-80.0,0.0,0.0,,,-71.0,-74.0,,,-75.0,-79.0,0.0,0.0,,,-71.0,-73.0,,,-75.0,-78.0,-64.5,18.0,-45,-84,0.0,0.0,0.0,0.0,0.0,1.0
78101,2019-01-26 10:30:00,2019-01-26 10:45:00,2019-01-26 11:00:00,19,7,18,56,0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-95.0,-95.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-95.0,-95.0,0.0,0.0,17.0,17.0,-94.0,-94.0,17.0,17.0,-95.0,-95.0,-71.0,19.0,-43,-84,0.0,0.0,0.0,0.0,0.0,1.0
76076,2018-10-05 03:00:00,2018-10-05 03:15:00,2018-10-05 03:30:00,19,9,18,56,0,271.0,1.0,17.0,17.0,-65.0,-70.0,17.0,17.0,-65.0,-70.0,0.0,0.0,17.0,17.0,-69.0,-76.0,17.0,17.0,-69.0,-75.0,0.0,0.0,17.0,17.0,-68.0,-77.0,17.0,17.0,-67.0,-76.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
23633,2018-05-16 00:30:00,2018-05-16 00:45:00,2018-05-16 01:00:00,19,2,38,28,1,8.0,0.0,17.0,16.0,-70.0,-88.0,17.0,17.0,-61.0,-71.0,192.0,87.0,17.0,16.0,-67.0,-96.0,17.0,16.0,-61.0,-87.0,133.0,51.0,17.0,16.0,-70.0,-96.0,17.0,17.0,-60.0,-73.0,-83.0,19.0,-54,-84,0.0,1.0,0.0,0.0,0.0,0.0
13438,2019-03-03 18:30:00,2019-03-03 18:45:00,2019-03-03 19:00:00,19,2,18,28,1,3.0,0.0,18.0,14.0,-56.0,-90.0,,,,-1.0,0.0,0.0,18.0,14.0,-56.0,-90.0,18.0,14.0,-57.0,-63.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,,-57.0,-62.0,-85.0,23.0,-47,-86,0.0,0.0,0.0,0.0,0.0,1.0
563029,2018-11-04 01:45:00,2018-11-04 02:00:00,2018-11-04 02:15:00,19,3,38,56,1,0.0,0.0,16.0,16.0,-94.0,-94.0,16.0,16.0,-94.0,-94.0,0.0,0.0,16.0,16.0,-94.0,-94.0,16.0,16.0,-94.0,-94.0,0.0,0.0,16.0,16.0,-94.0,-94.0,16.0,16.0,-94.0,-94.0,-75.0,19.0,-39,-82,1.0,0.0,0.0,0.0,0.0,0.0
76076,2018-10-16 13:45:00,2018-10-16 14:00:00,2018-10-16 14:15:00,19,9,18,56,0,198.0,3.0,17.0,17.0,-60.0,-69.0,17.0,17.0,-63.0,-68.0,1.0,0.0,17.0,17.0,-61.0,-65.0,17.0,17.0,-63.0,-66.0,311.0,0.0,17.0,17.0,-63.0,-67.0,17.0,17.0,-64.0,-68.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
107211,2019-05-27 04:30:00,2019-05-27 04:45:00,2019-05-27 05:00:00,19,3,38,28,1,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,0.0,0.0,18.0,18.0,-97.0,-97.0,18.0,18.0,-97.0,-97.0,-77.5,19.0,-41,-84,0.0,0.0,0.0,0.0,0.0,1.0
112163,2019-06-18 17:30:00,2019-06-18 17:45:00,2019-06-18 18:00:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-48.0,-57.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-48.0,-51.0,22.0,22.0,-96.0,-96.0,0.0,0.0,22.0,22.0,-47.0,-48.0,22.0,22.0,-96.0,-96.0,-66.5,23.0,-46,-85,0.0,0.0,0.0,0.0,0.0,1.0
76076,2018-10-05 08:45:00,2018-10-05 09:00:00,2018-10-05 09:15:00,19,9,18,56,0,130.0,34.0,17.0,17.0,-63.0,-71.0,17.0,17.0,-61.0,-70.0,79.0,0.0,17.0,17.0,-65.0,-74.0,17.0,17.0,-62.0,-72.0,146.0,14.0,17.0,17.0,-65.0,-72.0,17.0,17.0,-62.0,-69.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
4672,2018-06-07 14:15:00,2018-06-07 14:30:00,2018-06-07 14:45:00,19,3,23,28,1,349.0,4.0,22.0,22.0,-83.0,-87.0,22.0,22.0,-84.0,-87.0,787.0,7.0,22.0,22.0,-82.0,-85.0,22.0,22.0,-84.0,-85.0,535.0,5.0,22.0,22.0,-82.0,-86.0,22.0,22.0,-83.0,-87.0,-79.5,23.0,-44,-86,0.0,1.0,0.0,0.0,0.0,0.0
76076,2018-10-05 10:00:00,2018-10-05 10:15:00,2018-10-05 10:30:00,19,9,18,56,0,25.0,0.0,17.0,17.0,-63.0,-67.0,17.0,17.0,-63.0,-66.0,217.0,1.0,17.0,17.0,-64.0,-67.0,17.0,17.0,-64.0,-67.0,107.0,2.0,17.0,17.0,-65.0,-71.0,17.0,17.0,-64.0,-70.0,-64.5,18.0,-41,-84,0.0,1.0,0.0,0.0,0.0,0.0
7081,2019-06-20 05:45:00,2019-06-20 06:00:00,2019-06-20 06:15:00,19,9,11,40,0,27.0,12.0,23.0,23.0,-53.0,-77.0,22.0,22.0,-52.0,-74.0,197.0,56.0,23.0,23.0,-64.0,-78.0,22.0,22.0,-63.0,-78.0,58.0,33.0,23.0,23.0,-55.0,-76.0,22.0,22.0,-54.0,-80.0,-66.5,23.0,-34,-85,0.0,0.0,0.0,1.0,0.0,0.0
