idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
1963,2018-10-29 16:00:00,2018-10-29 16:15:00,2018-10-29 16:30:00,19,2,38,56,1,0.0,0.0,15.0,15.0,-41.0,-42.0,15.0,15.0,-39.0,-40.0,0.0,0.0,15.0,15.0,-41.0,-45.0,15.0,15.0,-39.0,-43.0,5.0,0.0,19.0,15.0,-43.0,-95.0,19.0,15.0,-42.0,-95.0,-80.5,19.0,-36,-82,0.0
3101,2018-08-07 21:30:00,2018-08-07 21:45:00,2018-08-07 22:00:00,19,2,18,28,1,0.0,0.0,18.0,17.0,-46.0,-68.0,19.0,18.0,-48.0,-69.0,6.0,0.0,21.0,17.0,-58.0,-97.0,22.0,18.0,-59.0,-94.0,51.0,10.0,21.0,17.0,-60.0,-97.0,22.0,18.0,-61.0,-94.0,-85.0,23.0,-37,-86,0.0
4201,2019-06-05 18:30:00,2019-06-05 18:45:00,2019-06-05 19:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-42.0,-42.0,19.0,19.0,-41.0,-41.0,0.0,0.0,19.0,19.0,-41.0,-43.0,19.0,19.0,-41.0,-42.0,18.0,3.0,23.0,19.0,-42.0,-82.0,23.0,19.0,-42.0,-94.0,-85.0,23.0,-42,-86,0.0
6292,2019-06-06 15:45:00,2019-06-06 16:00:00,2019-06-06 16:15:00,19,7,23,28,1,7.0,2.0,18.0,17.0,-40.0,-41.0,18.0,17.0,-39.0,-41.0,1.0,0.0,18.0,17.0,-39.0,-47.0,17.0,17.0,-40.0,-48.0,56.0,9.0,19.0,17.0,-46.0,-92.0,19.0,17.0,-48.0,-96.0,-72.5,19.0,-35,-86,0.0
6292,2019-06-06 16:00:00,2019-06-06 16:15:00,2019-06-06 16:30:00,19,7,23,28,1,1.0,0.0,18.0,17.0,-40.0,-47.0,17.0,17.0,-39.0,-47.0,92.0,13.0,19.0,17.0,-46.0,-82.0,19.0,17.0,-46.0,-86.0,37.0,0.0,19.0,17.0,-40.0,-71.0,19.0,17.0,-41.0,-75.0,-72.5,19.0,-35,-86,0.0
6292,2019-06-06 15:45:00,2019-06-06 16:00:00,2019-06-06 16:15:00,19,7,23,28,1,6.0,0.0,18.0,17.0,-40.0,-41.0,17.0,17.0,-39.0,-40.0,1.0,0.0,18.0,17.0,-40.0,-47.0,17.0,17.0,-39.0,-47.0,92.0,13.0,19.0,17.0,-46.0,-82.0,19.0,17.0,-46.0,-86.0,-72.5,19.0,-35,-86,0.0
21336,2018-08-18 13:30:00,2018-08-18 13:45:00,2018-08-18 14:00:00,19,2,18,28,1,0.0,0.0,19.0,19.0,-52.0,-55.0,19.0,19.0,-54.0,-57.0,0.0,0.0,19.0,19.0,-52.0,-54.0,19.0,19.0,-54.0,-57.0,12.0,0.0,23.0,19.0,-53.0,-90.0,23.0,-99.0,-85.0,-91.0,-85.0,23.0,-45,-86,0.0
30428,2018-07-21 04:30:00,2018-07-21 04:45:00,2018-07-21 05:00:00,19,5,38,28,1,0.0,0.0,15.0,15.0,-37.0,-38.0,15.0,15.0,-38.0,-38.0,0.0,0.0,15.0,15.0,-37.0,-38.0,15.0,15.0,-37.0,-38.0,26.0,2.0,17.0,-11.0,-37.0,-87.0,17.0,-12.0,-37.0,-71.0,-76.0,17.0,-41,-84,0.0
109566,2019-05-27 13:15:00,2019-05-27 13:30:00,2019-05-27 13:45:00,19,8,18,56,0,1.0,0.0,18.0,18.0,-39.0,-87.0,18.0,18.0,-39.0,-90.0,0.0,0.0,18.0,18.0,-70.0,-94.0,18.0,18.0,-73.0,-94.0,47.0,1.0,18.0,18.0,-64.0,-94.0,18.0,18.0,-66.0,-94.0,-68.0,19.0,-37,-84,0.0
109566,2019-05-27 13:15:00,2019-05-27 13:30:00,2019-05-27 13:45:00,19,8,18,56,0,1.0,0.0,18.0,18.0,-39.0,-86.0,18.0,18.0,-38.0,-89.0,0.0,0.0,18.0,18.0,-70.0,-94.0,18.0,18.0,-73.0,-94.0,44.0,0.0,18.0,18.0,-63.0,-94.0,18.0,18.0,-66.0,-94.0,-68.0,19.0,-37,-84,0.0
167203,2019-06-06 15:30:00,2019-06-06 15:45:00,2019-06-06 16:00:00,19,7,18,56,0,0.0,0.0,19.0,19.0,-45.0,-48.0,19.0,19.0,-44.0,-47.0,0.0,0.0,19.0,19.0,-46.0,-69.0,19.0,19.0,-45.0,-66.0,9.0,2.0,19.0,19.0,-48.0,-88.0,19.0,19.0,-46.0,-83.0,-71.0,19.0,-42,-84,0.0
