,idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
807,19212,2018-09-21 11:00:00,2018-09-21 11:15:00,2018-09-21 11:30:00,19,5,23,28,1,0.0,0.0,16.0,16.0,-44.0,-45.0,16.0,16.0,-44.0,-46.0,0.0,0.0,16.0,16.0,-44.0,-46.0,16.0,16.0,-44.0,-46.0,63.0,27.0,18.0,16.0,-44.0,-92.0,18.0,16.0,-44.0,-93.0,-78.0,21.0,-42,-86,0.0
809,19212,2018-10-29 09:15:00,2018-10-29 09:30:00,2018-10-29 09:45:00,19,5,23,28,1,0.0,0.0,16.0,16.0,-44.0,-46.0,16.0,16.0,-44.0,-46.0,0.0,0.0,16.0,16.0,-44.0,-46.0,16.0,16.0,-44.0,-46.0,3.0,0.0,18.0,16.0,-44.0,-97.0,18.0,16.0,-44.0,-97.0,-78.0,21.0,-42,-86,0.0
810,19212,2018-10-29 21:00:00,2018-10-29 21:15:00,2018-10-29 21:30:00,19,5,23,28,1,0.0,0.0,16.0,16.0,-43.0,-46.0,16.0,16.0,-44.0,-47.0,0.0,0.0,16.0,16.0,-43.0,-45.0,16.0,16.0,-44.0,-45.0,5.0,0.0,18.0,16.0,-43.0,-85.0,18.0,16.0,-44.0,-87.0,-78.0,21.0,-42,-86,0.0
235,98364,2018-04-12 18:45:00,2018-04-12 19:00:00,2018-04-12 19:15:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
233,98364,2018-04-12 18:15:00,2018-04-12 18:30:00,2018-04-12 18:45:00,19,2,38,28,1,14.0,0.0,19.0,16.0,-71.0,-98.0,19.0,16.0,-70.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
238,98364,2018-04-12 19:30:00,2018-04-12 19:45:00,2018-04-12 20:00:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,36.0,0.0,19.0,19.0,-81.0,-98.0,19.0,19.0,-83.0,-98.0,-83.0,19.0,-40,-84,0.0
40,98364,2018-11-01 05:30:00,2018-11-01 05:45:00,2018-11-01 06:00:00,19,2,38,28,1,126.0,0.0,19.0,19.0,-82.0,-98.0,19.0,19.0,-86.0,-97.0,0.0,0.0,19.0,19.0,-97.0,-98.0,19.0,19.0,-97.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
38,98364,2018-11-01 05:00:00,2018-11-01 05:15:00,2018-11-01 05:30:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-71.0,-77.0,19.0,19.0,-74.0,-81.0,0.0,0.0,19.0,19.0,-75.0,-83.0,19.0,19.0,-79.0,-86.0,126.0,0.0,19.0,19.0,-82.0,-98.0,19.0,19.0,-86.0,-97.0,-83.0,19.0,-40,-84,0.0
236,98364,2018-04-12 19:00:00,2018-04-12 19:15:00,2018-04-12 19:30:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
147,98364,2018-07-20 22:00:00,2018-07-20 22:15:00,2018-07-20 22:30:00,19,2,38,28,1,0.0,0.0,15.0,15.0,-41.0,-42.0,15.0,15.0,-42.0,-42.0,0.0,0.0,15.0,15.0,-41.0,-42.0,15.0,15.0,-42.0,-42.0,13.0,0.0,19.0,15.0,-42.0,-97.0,19.0,15.0,-42.0,-98.0,-83.0,19.0,-40,-84,0.0
44,98364,2018-11-01 06:30:00,2018-11-01 06:45:00,2018-11-01 07:00:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-97.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
41,98364,2018-11-01 05:45:00,2018-11-01 06:00:00,2018-11-01 06:15:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-97.0,-98.0,19.0,19.0,-97.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
46,98364,2018-11-01 07:00:00,2018-11-01 07:15:00,2018-11-01 07:30:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-97.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-90.0,-97.0,19.0,19.0,-89.0,-98.0,229.0,9.0,19.0,19.0,-84.0,-90.0,19.0,19.0,-85.0,-90.0,-83.0,19.0,-40,-84,0.0
231,98364,2018-04-12 17:45:00,2018-04-12 18:00:00,2018-04-12 18:15:00,19,2,38,28,1,0.0,0.0,15.0,15.0,-46.0,-51.0,15.0,15.0,-46.0,-51.0,1.0,0.0,17.0,15.0,-46.0,-71.0,17.0,15.0,-46.0,-73.0,14.0,0.0,19.0,16.0,-71.0,-98.0,19.0,16.0,-70.0,-98.0,-83.0,19.0,-40,-84,0.0
148,98364,2018-07-20 22:15:00,2018-07-20 22:30:00,2018-07-20 22:45:00,19,2,38,28,1,0.0,0.0,15.0,15.0,-41.0,-42.0,15.0,15.0,-42.0,-42.0,13.0,0.0,19.0,15.0,-42.0,-97.0,19.0,15.0,-42.0,-98.0,7.0,0.0,19.0,19.0,-73.0,-97.0,19.0,19.0,-74.0,-98.0,-83.0,19.0,-40,-84,0.0
39,98364,2018-11-01 05:15:00,2018-11-01 05:30:00,2018-11-01 05:45:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-75.0,-83.0,19.0,19.0,-79.0,-86.0,126.0,0.0,19.0,19.0,-82.0,-98.0,19.0,19.0,-86.0,-97.0,0.0,0.0,19.0,19.0,-97.0,-98.0,19.0,19.0,-97.0,-98.0,-83.0,19.0,-40,-84,0.0
234,98364,2018-04-12 18:30:00,2018-04-12 18:45:00,2018-04-12 19:00:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
232,98364,2018-04-12 18:00:00,2018-04-12 18:15:00,2018-04-12 18:30:00,19,2,38,28,1,1.0,0.0,17.0,15.0,-46.0,-71.0,17.0,15.0,-46.0,-73.0,14.0,0.0,19.0,16.0,-71.0,-98.0,19.0,16.0,-70.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
43,98364,2018-11-01 06:15:00,2018-11-01 06:30:00,2018-11-01 06:45:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
42,98364,2018-11-01 06:00:00,2018-11-01 06:15:00,2018-11-01 06:30:00,19,2,38,28,1,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,0.0,0.0,19.0,19.0,-98.0,-98.0,19.0,19.0,-98.0,-98.0,-83.0,19.0,-40,-84,0.0
167,103260,2018-10-28 12:30:00,2018-10-28 12:45:00,2018-10-28 13:00:00,19,2,38,56,1,0.0,0.0,11.0,9.0,-55.0,-67.0,11.0,9.0,-54.0,-66.0,14.0,0.0,13.0,9.0,-59.0,-90.0,13.0,9.0,-58.0,-88.0,108.0,14.0,13.0,13.0,-73.0,-94.0,13.0,13.0,-72.0,-94.0,-80.5,19.0,-37,-82,0.0
169,103260,2018-10-28 13:00:00,2018-10-28 13:15:00,2018-10-28 13:30:00,19,2,38,56,1,108.0,14.0,13.0,13.0,-73.0,-94.0,13.0,13.0,-72.0,-94.0,105.0,17.0,13.0,13.0,-69.0,-91.0,13.0,13.0,-68.0,-90.0,86.0,24.0,13.0,9.0,-53.0,-94.0,13.0,9.0,-53.0,-93.0,-80.5,19.0,-37,-82,0.0
168,103260,2018-10-28 12:45:00,2018-10-28 13:00:00,2018-10-28 13:15:00,19,2,38,56,1,14.0,0.0,13.0,9.0,-59.0,-90.0,13.0,9.0,-58.0,-88.0,108.0,14.0,13.0,13.0,-73.0,-94.0,13.0,13.0,-72.0,-94.0,105.0,17.0,13.0,13.0,-69.0,-91.0,13.0,13.0,-68.0,-90.0,-80.5,19.0,-37,-82,0.0
2283,128340,2019-06-05 06:00:00,2019-06-05 06:15:00,2019-06-05 06:30:00,19,9,11,40,0,0.0,0.0,21.0,21.0,-52.0,-57.0,23.0,23.0,-52.0,-58.0,0.0,0.0,21.0,21.0,-52.0,-60.0,23.0,23.0,-53.0,-62.0,33.0,15.0,21.0,21.0,-48.0,-81.0,23.0,23.0,-48.0,-70.0,-66.5,23.0,-46,-85,0.0
2284,128340,2019-06-05 06:00:00,2019-06-05 06:15:00,2019-06-05 06:30:00,19,9,11,40,0,0.0,0.0,23.0,23.0,-53.0,-58.0,23.0,23.0,-52.0,-57.0,0.0,0.0,23.0,23.0,-54.0,-61.0,23.0,23.0,-53.0,-61.0,15.0,3.0,23.0,23.0,-48.0,-93.0,23.0,23.0,-48.0,-71.0,-66.5,23.0,-46,-85,0.0
2352,170714,2019-06-06 15:30:00,2019-06-06 15:45:00,2019-06-06 16:00:00,19,7,18,56,0,0.0,0.0,19.0,19.0,-40.0,-43.0,19.0,19.0,-41.0,-44.0,1.0,0.0,19.0,19.0,-41.0,-43.0,19.0,19.0,-42.0,-44.0,17.0,4.0,19.0,19.0,-41.0,-93.0,19.0,19.0,-42.0,-93.0,-71.0,19.0,-39,-84,0.0
2350,170714,2019-06-06 15:30:00,2019-06-06 15:45:00,2019-06-06 16:00:00,19,7,18,56,0,0.0,0.0,19.0,19.0,-39.0,-42.0,19.0,19.0,-41.0,-43.0,0.0,0.0,19.0,19.0,-40.0,-42.0,19.0,19.0,-41.0,-43.0,28.0,11.0,19.0,19.0,-40.0,-93.0,19.0,19.0,-41.0,-93.0,-71.0,19.0,-39,-84,0.0
2353,170714,2019-06-06 15:45:00,2019-06-06 16:00:00,2019-06-06 16:15:00,19,7,18,56,0,1.0,0.0,19.0,19.0,-41.0,-43.0,19.0,19.0,-42.0,-44.0,17.0,4.0,19.0,19.0,-41.0,-93.0,19.0,19.0,-42.0,-93.0,10.0,1.0,19.0,19.0,-45.0,-94.0,19.0,19.0,-44.0,-94.0,-71.0,19.0,-39,-84,0.0
1808,188992,2019-05-27 04:15:00,2019-05-27 04:30:00,2019-05-27 04:45:00,19,7,18,56,0,0.0,0.0,18.0,18.0,-43.0,-44.0,18.0,18.0,-45.0,-45.0,0.0,0.0,18.0,18.0,-43.0,-44.0,18.0,18.0,-45.0,-45.0,3.0,0.0,18.0,18.0,-43.0,-94.0,18.0,18.0,-45.0,-94.0,-71.0,19.0,-48,-84,0.0
1809,188992,2019-05-27 04:45:00,2019-05-27 05:00:00,2019-05-27 05:15:00,19,7,18,56,0,3.0,0.0,18.0,18.0,-43.0,-94.0,18.0,18.0,-45.0,-94.0,0.0,0.0,18.0,18.0,-45.0,-66.0,18.0,18.0,-46.0,-65.0,13.0,0.0,18.0,18.0,-45.0,-91.0,18.0,18.0,-46.0,-87.0,-71.0,19.0,-48,-84,0.0
1807,188992,2019-05-27 05:00:00,2019-05-27 05:15:00,2019-05-27 05:30:00,19,7,18,56,0,0.0,0.0,18.0,18.0,-46.0,-66.0,18.0,18.0,-46.0,-66.0,15.0,0.0,18.0,18.0,-46.0,-90.0,18.0,18.0,-46.0,-87.0,23.0,0.0,18.0,18.0,-49.0,-93.0,18.0,18.0,-49.0,-90.0,-71.0,19.0,-48,-84,0.0
1806,188992,2019-05-27 04:45:00,2019-05-27 05:00:00,2019-05-27 05:15:00,19,7,18,56,0,2.0,0.0,18.0,18.0,-44.0,-94.0,18.0,18.0,-44.0,-94.0,0.0,0.0,18.0,18.0,-46.0,-66.0,18.0,18.0,-46.0,-66.0,15.0,0.0,18.0,18.0,-46.0,-90.0,18.0,18.0,-46.0,-87.0,-71.0,19.0,-48,-84,0.0
1571,941512,2019-05-25 14:30:00,2019-05-25 14:45:00,2019-05-25 15:00:00,29,2,23,28,1,0.0,0.0,17.0,17.0,-42.0,-55.0,17.0,17.0,-40.0,-53.0,0.0,0.0,22.0,17.0,-54.0,-80.0,22.0,17.0,-53.0,-79.0,203.0,84.0,22.0,21.0,-68.0,-91.0,22.0,21.0,-68.0,-92.0,-84.0,23.0,-40,-85,0.0
1570,1189727,2019-05-29 05:00:00,2019-05-29 05:15:00,2019-05-29 05:30:00,29,5,18,28,1,8.0,0.0,21.0,18.0,-54.0,-82.0,21.0,18.0,-55.0,-84.0,49.0,23.0,21.0,21.0,-77.0,-82.0,21.0,21.0,-79.0,-85.0,29.0,8.0,21.0,19.0,-65.0,-79.0,21.0,19.0,-66.0,-81.0,-78.5,21.0,-53,-85,0.0
1817,1189727,2019-05-27 16:30:00,2019-05-27 16:45:00,2019-05-27 17:00:00,29,5,18,28,1,0.0,0.0,18.0,18.0,-56.0,-60.0,18.0,18.0,-55.0,-59.0,0.0,0.0,18.0,18.0,-55.0,-63.0,18.0,18.0,-54.0,-62.0,5.0,0.0,21.0,18.0,-61.0,-83.0,21.0,18.0,-60.0,-85.0,-78.5,21.0,-53,-85,0.0
387,6919,2018-11-01 19:45:00,2018-11-01 20:00:00,2018-11-01 20:15:00,19,2,23,14,1,50.0,0.0,23.0,23.0,-73.0,-97.0,23.0,20.0,-70.0,-94.0,12.0,0.0,23.0,23.0,-77.0,-96.0,23.0,23.0,-76.0,-95.0,7.0,0.0,23.0,23.0,-72.0,-90.0,23.0,20.0,-70.0,-88.0,-87.5,23.0,-41,-89,1.0
66,6919,2018-09-01 05:15:00,2018-09-01 05:30:00,2018-09-01 05:45:00,19,2,23,14,1,13.0,0.0,23.0,23.0,-69.0,-89.0,23.0,20.0,-67.0,-86.0,44.0,1.0,23.0,23.0,-89.0,-100.0,23.0,23.0,-86.0,-100.0,12.0,0.0,23.0,23.0,-73.0,-100.0,23.0,23.0,-73.0,-100.0,-87.5,23.0,-41,-89,1.0
386,6919,2018-11-01 19:30:00,2018-11-01 19:45:00,2018-11-01 20:00:00,19,2,23,14,1,0.0,0.0,23.0,23.0,-72.0,-81.0,23.0,20.0,-70.0,-81.0,50.0,0.0,23.0,23.0,-73.0,-97.0,23.0,20.0,-70.0,-94.0,12.0,0.0,23.0,23.0,-77.0,-96.0,23.0,23.0,-76.0,-95.0,-87.5,23.0,-41,-89,1.0
385,6919,2018-11-01 19:15:00,2018-11-01 19:30:00,2018-11-01 19:45:00,19,2,23,14,1,0.0,0.0,23.0,23.0,-72.0,-84.0,23.0,20.0,-72.0,-84.0,0.0,0.0,23.0,23.0,-72.0,-81.0,23.0,20.0,-70.0,-81.0,50.0,0.0,23.0,23.0,-73.0,-97.0,23.0,20.0,-70.0,-94.0,-87.5,23.0,-41,-89,1.0
64,6919,2018-09-01 04:45:00,2018-09-01 05:00:00,2018-09-01 05:15:00,19,2,23,14,1,0.0,0.0,23.0,20.0,-68.0,-78.0,23.0,20.0,-66.0,-76.0,0.0,0.0,23.0,20.0,-69.0,-72.0,21.0,21.0,-67.0,-72.0,13.0,0.0,23.0,23.0,-69.0,-89.0,23.0,20.0,-67.0,-86.0,-87.5,23.0,-41,-89,1.0
94,7116,2018-08-23 17:00:00,2018-08-23 17:15:00,2018-08-23 17:30:00,19,2,18,28,1,0.0,0.0,18.0,18.0,-52.0,-55.0,18.0,18.0,-52.0,-55.0,0.0,0.0,22.0,18.0,-53.0,-85.0,22.0,18.0,-53.0,-83.0,32.0,0.0,22.0,22.0,-82.0,-97.0,22.0,22.0,-79.0,-94.0,-85.0,23.0,-46,-86,1.0
394,7317,2019-01-22 14:00:00,2019-01-22 14:15:00,2019-01-22 14:30:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-58.0,-63.0,14.0,13.0,-56.0,-60.0,26.0,9.0,15.0,11.0,-62.0,-93.0,17.0,13.0,-60.0,-67.0,39.0,8.0,15.0,11.0,-54.0,-85.0,17.0,13.0,-59.0,-95.0,-83.0,19.0,-41,-84,1.0
392,7317,2019-01-22 12:00:00,2019-01-22 12:15:00,2019-01-22 12:30:00,19,2,38,28,1,57.0,11.0,15.0,11.0,-58.0,-82.0,17.0,13.0,-61.0,-92.0,4.0,0.0,15.0,11.0,-54.0,-58.0,14.0,13.0,-59.0,-67.0,17.0,0.0,15.0,11.0,-54.0,-65.0,17.0,13.0,-59.0,-91.0,-83.0,19.0,-41,-84,1.0
86,7317,2018-09-01 18:00:00,2018-09-01 18:15:00,2018-09-01 18:30:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-44.0,-55.0,13.0,13.0,-46.0,-60.0,2.0,0.0,15.0,11.0,-52.0,-73.0,17.0,13.0,-54.0,-75.0,47.0,19.0,15.0,11.0,-62.0,-97.0,17.0,13.0,-63.0,-97.0,-83.0,19.0,-41,-84,1.0
393,7317,2019-01-22 13:45:00,2019-01-22 14:00:00,2019-01-22 14:15:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-55.0,-58.0,13.0,13.0,-54.0,-57.0,0.0,0.0,11.0,11.0,-58.0,-63.0,14.0,13.0,-56.0,-60.0,26.0,9.0,15.0,11.0,-62.0,-93.0,17.0,13.0,-60.0,-67.0,-83.0,19.0,-41,-84,1.0
391,7317,2019-01-22 11:30:00,2019-01-22 11:45:00,2019-01-22 12:00:00,19,2,38,28,1,1.0,0.0,12.0,11.0,-61.0,-75.0,17.0,13.0,-59.0,-65.0,0.0,0.0,11.0,11.0,-61.0,-68.0,15.0,13.0,-58.0,-62.0,57.0,11.0,15.0,11.0,-58.0,-82.0,17.0,13.0,-61.0,-92.0,-83.0,19.0,-41,-84,1.0
396,7317,2019-02-07 10:45:00,2019-02-07 11:00:00,2019-02-07 11:15:00,19,2,38,28,1,0.0,0.0,15.0,12.0,-62.0,-73.0,15.0,13.0,-65.0,-74.0,102.0,34.0,15.0,11.0,-70.0,-97.0,17.0,14.0,-58.0,-67.0,57.0,22.0,15.0,11.0,-70.0,-97.0,17.0,14.0,-58.0,-63.0,-83.0,19.0,-41,-84,1.0
89,7317,2018-09-01 19:00:00,2018-09-01 19:15:00,2018-09-01 19:30:00,19,2,38,28,1,41.0,0.0,15.0,12.0,-66.0,-98.0,17.0,13.0,-69.0,-97.0,5.0,0.0,15.0,11.0,-59.0,-73.0,15.0,13.0,-62.0,-75.0,36.0,0.0,15.0,11.0,-59.0,-87.0,17.0,13.0,-62.0,-94.0,-83.0,19.0,-41,-84,1.0
388,7317,2019-01-03 15:30:00,2019-01-03 15:45:00,2019-01-03 16:00:00,19,2,38,28,1,0.0,0.0,11.0,11.0,-62.0,-68.0,15.0,13.0,-59.0,-62.0,41.0,4.0,15.0,11.0,-66.0,-88.0,17.0,13.0,-61.0,-67.0,3.0,0.0,15.0,12.0,-58.0,-74.0,17.0,13.0,-66.0,-98.0,-83.0,19.0,-41,-84,1.0
389,7317,2019-01-22 10:15:00,2019-01-22 10:30:00,2019-01-22 10:45:00,19,2,38,28,1,0.0,0.0,13.0,11.0,-54.0,-61.0,13.0,13.0,-58.0,-70.0,35.0,15.0,15.0,12.0,-59.0,-73.0,17.0,13.0,-67.0,-89.0,58.0,16.0,15.0,11.0,-71.0,-91.0,17.0,14.0,-63.0,-68.0,-83.0,19.0,-41,-84,1.0
390,7317,2019-01-22 10:30:00,2019-01-22 10:45:00,2019-01-22 11:00:00,19,2,38,28,1,35.0,15.0,15.0,12.0,-59.0,-73.0,17.0,13.0,-67.0,-89.0,58.0,16.0,15.0,11.0,-71.0,-91.0,17.0,14.0,-63.0,-68.0,225.0,50.0,15.0,11.0,-70.0,-93.0,17.0,14.0,-61.0,-67.0,-83.0,19.0,-41,-84,1.0
395,7317,2019-02-07 10:30:00,2019-02-07 10:45:00,2019-02-07 11:00:00,19,2,38,28,1,0.0,0.0,15.0,11.0,-57.0,-63.0,13.0,13.0,-63.0,-72.0,0.0,0.0,15.0,12.0,-62.0,-73.0,15.0,13.0,-65.0,-74.0,102.0,34.0,15.0,11.0,-70.0,-97.0,17.0,14.0,-58.0,-67.0,-83.0,19.0,-41,-84,1.0
87,7317,2018-09-01 18:15:00,2018-09-01 18:30:00,2018-09-01 18:45:00,19,2,38,28,1,2.0,0.0,15.0,11.0,-52.0,-73.0,17.0,13.0,-54.0,-75.0,47.0,19.0,15.0,11.0,-62.0,-97.0,17.0,13.0,-63.0,-97.0,154.0,18.0,15.0,15.0,-78.0,-96.0,17.0,17.0,-82.0,-97.0,-83.0,19.0,-41,-84,1.0
